institucion	carrera	area	tipo_institucion_nivel_1	duracion_real	ingreso_agno4	arancel
Universidad del Mar	Periodismo	Ciencias Sociales	Universidades Privadas	11.6	s/i	2341405
Universidad del Mar	Psicología	Ciencias Sociales	Universidades Privadas	14.2	De $600 mil a $800 mil	2194435
Universidad del Mar	Trabajo Social	Ciencias Sociales	Universidades Privadas	11.8	De $600 mil a $800 mil	1891789
Universidad del Mar	Técnico Universitario en Administración de Empresas	Administración y Comercio	Universidades Privadas	7.5	De $400 mil a $600 mil	1259035
Universidad del Mar	Técnico Universitario en Enfermería	Salud	Universidades Privadas	7.2	s/i	1236102
Universidad del Mar	Técnico Universitario en Transporte Marítimo y Puertos	Tecnología	Universidades Privadas	11.7	s/i	1848000
Universidad del Mar	Técnico de Nivel Superior Intérprete en Negocios Inglés-Español	Humanidades	Universidades Privadas	7.4	s/i	1263036
Universidad del Mar	Técnico de Nivel Superior en Turismo y Hotelería	Administración y Comercio	Universidades Privadas	7.9	s/i	1344000
Universidad del Pacífico	Comunicación Digital y Audiovisual	Arte y Arquitectura	Universidades Privadas	13.3	De $600 mil a $800 mil	2953651
Universidad del Pacífico	Contador Público y Auditor	Administración y Comercio	Universidades Privadas	10.1	s/i	1751576
Universidad del Pacífico	Dirección y Producción de Eventos	Arte y Arquitectura	Universidades Privadas	6.2	De $600 mil a $800 mil	2662000
Universidad del Pacífico	Diseño Gráfico	Arte y Arquitectura	Universidades Privadas	12.7	De $600 mil a $800 mil	3543000
Universidad del Pacífico	Diseño de Interiores	Arte y Arquitectura	Universidades Privadas	s/i	s/i	3689444
Universidad del Pacífico	Diseño de Vestuario y Textil	Arte y Arquitectura	Universidades Privadas	10.3	De $600 mil a $800 mil	3685000
Universidad del Pacífico	Fotografía	Arte y Arquitectura	Universidades Privadas	5.9	s/i	2488000
Universidad del Pacífico	Ingeniería Comercial	Ciencias Sociales	Universidades Privadas	10.3	De $1 millón 400 mil a $1 millón 600 mil	2599254
Universidad del Pacífico	Pedagogía en Educación General Básica	Educación	Universidades Privadas	8.8	De $400 mil a $600 mil	1819314
Universidad del Pacífico	Periodismo	Ciencias Sociales	Universidades Privadas	10.2	De $600 mil a $800 mil	3543000
Universidad del Pacífico	Psicología	Ciencias Sociales	Universidades Privadas	12.3	s/i	3685000
Universidad del Pacífico	Publicidad	Ciencias Sociales	Universidades Privadas	10.5	De $800 mil a $1 millón	3685000
Universidad del Pacífico	Relaciones Públicas	Ciencias Sociales	Universidades Privadas	9.3	De $600 mil a $800 mil	3685000
Universidad del Pacífico	Trabajo Social	Ciencias Sociales	Universidades Privadas	10.1	De $400 mil a $600 mil	1859304
