institucion	carrera	area	acreditacion_institucion	tipo_institucion	tipo_institucion_nivel_0	tipo_institucion_nivel_1	tipo_institucion_nivel_2	porcentaje_subvencionados	desercion_agno1	duracion_real	empleabilidad_agno1	ingreso_agno4	arancel
Universidad de Las Américas	Periodismo	Ciencias Sociales	3 años	UNIVERSIDAD PARTICULAR	Universidades	Universidades Privadas	Universidades Privadas	0.909	0.263	15.0	0.578	De $400 mil a $600 mil	2203106
Universidad de Las Américas	Psicología	Ciencias Sociales	3 años	UNIVERSIDAD PARTICULAR	Universidades	Universidades Privadas	Universidades Privadas	0.92	0.32	13.6	0.698	De $600 mil a $800 mil	2672600
Universidad de Las Américas	Psicopedagogía	Ciencias Sociales	3 años	UNIVERSIDAD PARTICULAR	Universidades	Universidades Privadas	Universidades Privadas	0.986	0.45	12.3	0.586	s/i	1772309
Universidad de Las Américas	Publicidad	Ciencias Sociales	3 años	UNIVERSIDAD PARTICULAR	Universidades	Universidades Privadas	Universidades Privadas	0.938	0.333	12.3	0.576	De $400 mil a $600 mil	2106532
Universidad de Las Américas	Relaciones Públicas	Ciencias Sociales	3 años	UNIVERSIDAD PARTICULAR	Universidades	Universidades Privadas	Universidades Privadas	0.918	0.388	9.6	0.804	De $600 mil a $800 mil	1919296
Universidad de Las Américas	Traducción e Intérprete en Inglés	Humanidades	3 años	UNIVERSIDAD PARTICULAR	Universidades	Universidades Privadas	Universidades Privadas	0.894	0.321	10.7	0.471	s/i	2255379
Universidad de Las Américas	Técnico de Nivel Superior en Actividad Física y Deportes	Educación	3 años	UNIVERSIDAD PARTICULAR	Universidades	Universidades Privadas	Universidades Privadas	0.94	0.358	6.9	0.26	s/i	1293536
Universidad de Las Américas	Técnico de Nivel Superior en Administración de Empresas	Administración y Comercio	3 años	UNIVERSIDAD PARTICULAR	Universidades	Universidades Privadas	Universidades Privadas	0.926	0.405	6.7	0.818	De $600 mil a $800 mil	1217842
Universidad de Las Américas	Técnico en Computación	Tecnología	3 años	UNIVERSIDAD PARTICULAR	Universidades	Universidades Privadas	Universidades Privadas	0.963	s/i	7.3	0.662	De $400 mil a $600 mil	1259040
Universidad de Los Andes	Administración de Servicios	Administración y Comercio	5 años	UNIVERSIDAD PARTICULAR	Universidades	Universidades Privadas	Universidades Privadas	0.037	0.129	10.4	0.875	De $800 mil a $1 millón	4002408
Universidad de Los Andes	Derecho	Derecho	5 años	UNIVERSIDAD PARTICULAR	Universidades	Universidades Privadas	Universidades Privadas	0.117	0.092	13.2	0.76	De $1 millón 400 mil a $1 millón 600 mil	4002408
Universidad de Los Andes	Educación de Párvulos	Educación	5 años	UNIVERSIDAD PARTICULAR	Universidades	Universidades Privadas	Universidades Privadas	0.035	0.109	10.1	0.902	s/i	3112984
Universidad de Los Andes	Enfermería	Salud	5 años	UNIVERSIDAD PARTICULAR	Universidades	Universidades Privadas	Universidades Privadas	0.427	0.039	13.8	1.0	De $1 millón a $1 millón 200 mil	3201926
Universidad de Los Andes	Ingeniería Civil Industrial	Tecnología	5 años	UNIVERSIDAD PARTICULAR	Universidades	Universidades Privadas	Universidades Privadas	0.045	s/i	17.0	0.979	Sobre $2 millones	4002408
Universidad de Los Andes	Ingeniería Comercial	Ciencias Sociales	5 años	UNIVERSIDAD PARTICULAR	Universidades	Universidades Privadas	Universidades Privadas	0.033	0.178	12.6	0.903	De $1 millón 600 mil a $1 millón 800 mil	4224048
Universidad de Los Andes	Medicina	Salud	5 años	UNIVERSIDAD PARTICULAR	Universidades	Universidades Privadas	Universidades Privadas	0.085	0.097	14.4	0.815	De $1 millón 400 mil a $1 millón 600 mil	5558900
Universidad de Los Andes	Odontología	Salud	5 años	UNIVERSIDAD PARTICULAR	Universidades	Universidades Privadas	Universidades Privadas	0.074	0.129	14.9	0.909	De $1 millón 200 mil a $1 millón 400 mil	5981376
Universidad de Los Andes	Pedagogía Básica	Educación	5 años	UNIVERSIDAD PARTICULAR	Universidades	Universidades Privadas	Universidades Privadas	0.054	s/i	12.5	0.938	De $600 mil a $800 mil	3112984
Universidad de Los Andes	Periodismo	Ciencias Sociales	5 años	UNIVERSIDAD PARTICULAR	Universidades	Universidades Privadas	Universidades Privadas	0.118	0.15	13.5	0.873	De $800 mil a $1 millón	3891230
Universidad de Los Andes	Psicología	Ciencias Sociales	5 años	UNIVERSIDAD PARTICULAR	Universidades	Universidades Privadas	Universidades Privadas	0.066	0.106	14.5	0.766	De $800 mil a $1 millón	4002408
Universidad de Los Lagos	Ciencias Políticas y Administrativas	Ciencias Sociales	3 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.975	0.241	14.7	0.86	De $800 mil a $1 millón	1817000
Universidad de Los Lagos	Contabilidad General	Administración y Comercio	3 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	1.0	0.227	s/i	0.967	s/i	914965
Universidad de Los Lagos	Contador Público Auditor	Administración y Comercio	3 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	1.0	0.063	16.7	0.918	De $600 mil a $800 mil	1387035
Universidad de Los Lagos	Educación Diferencial con Especialidad en Problemas de Aprendizaje	Educación	3 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.993	0.211	11.2	0.978	De $400 mil a $600 mil	1428000
Universidad de Los Lagos	Educación General Básica mención Inglés	Educación	3 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	1.0	0.31	11.4	0.802	De $400 mil a $600 mil	1507378
Universidad de Los Lagos	Educación Parvularia	Educación	3 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.991	0.069	9.4	0.745	De $400 mil a $600 mil	1428000
Universidad de Los Lagos	Ingeniería Comercial	Ciencias Sociales	3 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.989	0.118	18.9	0.86	De $800 mil a $1 millón	2051885
Universidad de Los Lagos	Ingeniería de Ejecución en Administración Mención Administración Pública	Ciencias Sociales	3 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	1.0	0.185	s/i	0.978	s/i	984447
Universidad de Los Lagos	Ingeniería de Ejecución en Administración de Empresas	Administración y Comercio	3 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.995	s/i	18.4	0.939	s/i	1081605
Universidad de Los Lagos	Ingeniería en Acuicultura	Agropecuaria	3 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.957	s/i	16.3	0.756	s/i	2076000
Universidad de Los Lagos	Ingeniería en Alimentos	Tecnología	3 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.99	0.286	16.1	0.714	s/i	1785395
Universidad de Los Lagos	Nutrición y Alimentación	Salud	3 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	1.0	0.357	11.7	0.857	s/i	1901000
Universidad de Los Lagos	Pedagogía en Educación Media en Historia y Geografía	Educación	3 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.993	0.208	11.0	0.731	De $400 mil a $600 mil	1507000
Universidad de Los Lagos	Pedagogía en Educación Media en Inglés y Traducción	Educación	3 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.99	0.188	17.9	1.0	s/i	1507000
Universidad de Los Lagos	Pedagogía en Educación Media en Matemática y Computación	Educación	3 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.979	0.16	16.4	0.933	s/i	1507000
Universidad de Los Lagos	Pedagogía en Educación Media mención Educación Física	Educación	3 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.977	0.131	12.1	0.79	De $400 mil a $600 mil	1617000
Universidad de Los Lagos	Pedagogía en Educación en Lengua Castellana y Comunicaciones	Educación	3 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.979	0.148	13.9	0.855	s/i	1507000
Universidad de Los Lagos	Trabajo Social	Ciencias Sociales	3 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.992	0.184	s/i	0.765	De $400 mil a $600 mil	1499000
Universidad de Los Lagos	Técnico Judicial	Derecho	3 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	1.0	0.229	9.4	0.591	s/i	755652
Universidad de Los Lagos	Técnico en Administración de Empresas	Administración y Comercio	3 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	1.0	0.374	7.7	0.8	s/i	760115
Universidad de Los Lagos	Técnico en Educación Parvularia	Educación	3 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.996	0.237	7.6	0.426	Menor a $400 mil	750803
Universidad de Los Lagos	Técnico en Informática	Tecnología	3 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	1.0	0.4	9.4	0.686	s/i	847958
Universidad de Los Lagos	Técnico en Prevención de Riesgos	Tecnología	3 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.996	0.441	8.8	0.804	s/i	843262
Universidad de Magallanes	Enfermería	Salud	4 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.924	0.122	s/i	0.974	De $800 mil a $1 millón	2671000
Universidad de Magallanes	Ingeniería Civil Plan Común	Tecnología	4 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.897	0.256	16.7	0.746	De $800 mil a $1 millón	2863403
Universidad de Magallanes	Ingeniería Comercial	Ciencias Sociales	4 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.871	0.233	17.7	0.674	s/i	3022726
Universidad de Magallanes	Ingeniería en Construcción	Tecnología	4 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.908	0.227	14.9	0.896	s/i	2671000
Universidad de Magallanes	Kinesiología	Salud	4 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.921	0.14	14.4	0.643	s/i	2671000
Universidad de Magallanes	Pedagogía en Educación Física para Ensenanza Básica y Media	Educación	4 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.958	0.375	s/i	0.696	Menor a $400 mil	2097000
Universidad de Magallanes	Pedagogía en Historia y Ciencia Sociales para Ensenanza Media	Educación	4 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.986	0.357	13.9	0.531	s/i	2097000
Universidad de Magallanes	Pedagogía en Inglés para Ensenanza Básica y Media	Educación	4 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.907	0.25	s/i	0.71	s/i	2097000
Universidad de Magallanes	Trabajo Social	Ciencias Sociales	4 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.922	0.238	s/i	0.813	De $400 mil a $600 mil	2133000
Universidad de Magallanes	Técnico en Construcción mención Obras Civiles	Tecnología	4 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.87	0.5	6.7	0.69	s/i	1215000
Universidad de Playa Ancha de Ciencias de la Educación	Bibliotecología	Humanidades	4 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.99	0.143	s/i	0.69	De $600 mil a $800 mil	1560300
Universidad de Playa Ancha de Ciencias de la Educación	Diseñador Gráfico	Arte y Arquitectura	4 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.949	0.303	s/i	0.455	s/i	2032800
Universidad de Playa Ancha de Ciencias de la Educación	Educación Parvularia	Educación	4 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.973	0.136	12.7	0.625	De $400 mil a $600 mil	1560300
Universidad de Playa Ancha de Ciencias de la Educación	Ingeniería Civil Ambiental	Tecnología	4 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.954	0.167	s/i	0.762	De $800 mil a $1 millón	2219700
Universidad de Playa Ancha de Ciencias de la Educación	Ingeniería Civil Industrial	Tecnología	4 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.943	0.269	16.4	0.885	De $1 millón 200 mil a $1 millón 400 mil	2219700
Universidad de Playa Ancha de Ciencias de la Educación	Ingeniería en Informática	Tecnología	4 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.985	0.351	s/i	0.87	s/i	2069783
Universidad de Playa Ancha de Ciencias de la Educación	Kinesiología	Salud	4 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.897	0.157	11.6	0.797	De $800 mil a $1 millón	2219700
Universidad de Playa Ancha de Ciencias de la Educación	Nutrición y Dietética	Salud	4 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.952	0.182	11.4	0.879	s/i	2032800
Universidad de Playa Ancha de Ciencias de la Educación	Pedagogía en Artes Plásticas y Educación Musical	Educación	4 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.948	0.198	11.5	0.721	De $400 mil a $600 mil	1575619
Universidad de Playa Ancha de Ciencias de la Educación	Pedagogía en Castellano	Educación	4 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.966	0.194	12.6	0.841	De $400 mil a $600 mil	1560300
Universidad de Playa Ancha de Ciencias de la Educación	Pedagogía en Ciencias	Educación	4 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.987	0.275	13.0	0.884	De $400 mil a $600 mil	1560300
Universidad de Playa Ancha de Ciencias de la Educación	Pedagogía en Educación Básica	Educación	4 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.985	0.235	12.0	0.828	De $400 mil a $600 mil	1550307
Universidad de Playa Ancha de Ciencias de la Educación	Pedagogía en Educación Diferencial	Educación	4 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.975	0.061	12.0	0.951	De $400 mil a $600 mil	1560300
Universidad de Playa Ancha de Ciencias de la Educación	Pedagogía en Educación Física	Educación	4 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.953	0.145	12.0	0.776	De $400 mil a $600 mil	1560300
Universidad de Playa Ancha de Ciencias de la Educación	Pedagogía en Historia y Geografía	Educación	4 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.954	0.228	12.3	0.633	De $400 mil a $600 mil	1560300
Universidad de Playa Ancha de Ciencias de la Educación	Pedagogía en Inglés	Educación	4 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.977	0.252	13.3	0.827	De $400 mil a $600 mil	1560300
Universidad de Playa Ancha de Ciencias de la Educación	Pedagogía en Matemática y Computación	Educación	4 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.992	0.234	14.0	0.969	s/i	1560300
Universidad de Playa Ancha de Ciencias de la Educación	Periodismo	Ciencias Sociales	4 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.92	0.333	s/i	0.622	De $600 mil a $800 mil	2152500
Universidad de Playa Ancha de Ciencias de la Educación	Terapia Ocupacional	Salud	4 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.929	0.077	12.5	0.913	De $600 mil a $800 mil	2032800
Universidad de Playa Ancha de Ciencias de la Educación	Traducción e Interpretación Inglés-Español	Humanidades	4 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.961	0.267	s/i	0.607	De $400 mil a $600 mil	1843800
Universidad de Santiago de Chile	Administración Pública	Ciencias Sociales	6 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.919	0.238	12.4	0.809	De $1 millón a $1 millón 200 mil	2377610
Universidad de Santiago de Chile	Arquitectura	Arte y Arquitectura	6 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.884	0.153	14.0	0.76	De $800 mil a $1 millón	2875410
Universidad de Santiago de Chile	Bioquímica y Licenciatura en Bioquímica	Ciencias Básicas	6 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.862	0.133	14.2	0.743	De $400 mil a $600 mil	2419120
Universidad de Santiago de Chile	Contador Público y Auditor	Administración y Comercio	6 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.962	0.133	13.0	0.989	De $1 millón a $1 millón 200 mil	2509790
Universidad de Santiago de Chile	Enfermería	Salud	6 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.923	0.068	11.6	0.995	De $1 millón a $1 millón 200 mil	2420590
Universidad de Santiago de Chile	Ingeniería Civil Industrial	Tecnología	6 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.844	0.132	15.4	0.925	De $1 millón 400 mil a $1 millón 600 mil	3274500
Universidad de Santiago de Chile	Ingeniería Civil Química	Tecnología	6 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.805	0.29	17.9	0.869	De $1 millón 200 mil a $1 millón 400 mil	3274500
Universidad de Santiago de Chile	Ingeniería Civil en Electricidad	Tecnología	6 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.87	0.328	19.0	0.966	De $1 millón 600 mil a $1 millón 800 mil	3274500
Universidad de Santiago de Chile	Ingeniería Civil en Geografía	Tecnología	6 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.913	0.444	19.8	0.853	s/i	3274500
Universidad de Santiago de Chile	Ingeniería Civil en Informática	Tecnología	6 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.877	0.319	18.5	0.978	De $1 millón 200 mil a $1 millón 400 mil	3218513
Universidad de Santiago de Chile	Ingeniería Civil en Mecánica	Tecnología	6 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.772	0.306	17.1	0.937	De $1 millón 600 mil a $1 millón 800 mil	3274500
Universidad de Santiago de Chile	Ingeniería Civil en Minas	Tecnología	6 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.852	0.189	18.4	1.0	Sobre $2 millones	3274500
Universidad de Santiago de Chile	Ingeniería Civil en Obras Civiles	Tecnología	6 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.872	0.192	17.2	0.951	De $1 millón 400 mil a $1 millón 600 mil	3274500
Universidad de Santiago de Chile	Ingeniería Comercial	Ciencias Sociales	6 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.873	0.128	12.5	0.926	De $1 millón 200 mil a $1 millón 400 mil	3294639
Universidad de Santiago de Chile	Ingeniería Estadística	Tecnología	6 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.917	0.337	13.7	0.857	De $1 millón 200 mil a $1 millón 400 mil	2623973
Universidad de Santiago de Chile	Ingeniería de Alimentos	Tecnología	6 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.95	0.364	12.5	0.819	De $600 mil a $800 mil	2928580
Universidad de Santiago de Chile	Ingeniería de Ejecución en Ambiente	Tecnología	6 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.862	0.277	15.0	0.853	De $800 mil a $1 millón	2844950
Universidad de Santiago de Chile	Ingeniería de Ejecución en Climatización	Tecnología	6 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.907	0.66	16.8	0.981	De $800 mil a $1 millón	2464630
Universidad de Santiago de Chile	Ingeniería de Ejecución en Computación e Informática	Tecnología	6 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.896	0.407	14.3	0.97	De $1 millón 200 mil a $1 millón 400 mil	2451167
Universidad de Santiago de Chile	Ingeniería de Ejecución en Electricidad	Tecnología	6 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.922	0.2	16.0	0.958	De $1 millón 200 mil a $1 millón 400 mil	2405009
Universidad de Santiago de Chile	Ingeniería de Ejecución en Geomensura	Tecnología	6 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.906	0.565	15.0	0.926	De $800 mil a $1 millón	2464630
Universidad de Santiago de Chile	Ingeniería de Ejecución en Industria	Tecnología	6 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.929	0.194	11.7	0.928	De $1 millón a $1 millón 200 mil	2464630
Universidad de Santiago de Chile	Ingeniería de Ejecución en Mecánica	Tecnología	6 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.866	0.333	12.9	0.891	De $1 millón 200 mil a $1 millón 400 mil	2464630
Universidad de Santiago de Chile	Ingeniería de Ejecución en Metalurgia y Minas	Tecnología	6 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.907	0.311	14.1	0.958	De $1 millón 400 mil a $1 millón 600 mil	2464630
Universidad de Santiago de Chile	Ingeniería de Ejecución en Química	Tecnología	6 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.908	0.467	15.4	0.879	De $800 mil a $1 millón	2464630
Universidad de Santiago de Chile	Ingeniería en Agronegocios	Administración y Comercio	6 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.917	0.217	15.7	0.776	s/i	2928580
Universidad de Santiago de Chile	Licenciatura en Ciencias de la Actividad Física	Educación	6 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.92	0.211	13.9	0.661	s/i	2377610
Universidad de Santiago de Chile	Licenciatura en Lingüística Aplicada a la Traducción mención Inglés y Japonés o mención Inglés Portugués	Humanidades	6 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.851	0.116	12.8	0.804	De $400 mil a $600 mil	2586290
Universidad de Santiago de Chile	Medicina	Salud	6 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.599	0.186	14.5	0.949	De $1 millón 600 mil a $1 millón 800 mil	3477800
Universidad de Santiago de Chile	Obstetricia y Puericultura	Salud	6 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.932	0.197	11.5	0.993	De $800 mil a $1 millón	2420590
Universidad de Santiago de Chile	Pedagogía en Castellano	Educación	6 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.966	0.196	12.8	0.96	De $400 mil a $600 mil	1800620
Universidad de Santiago de Chile	Pedagogía en Inglés	Educación	6 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.954	0.093	12.1	0.878	De $400 mil a $600 mil	1800620
Universidad de Santiago de Chile	Pedagogía en Matemática y Computación	Educación	6 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.954	0.22	12.1	0.953	s/i	1699824
Universidad de Santiago de Chile	Pedagogía en Química y Biología, Física y Matemática	Educación	6 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.947	0.17	12.5	0.935	s/i	1766120
Universidad de Santiago de Chile	Periodismo	Ciencias Sociales	6 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.855	0.136	11.7	0.82	De $600 mil a $800 mil	2509790
Universidad de Santiago de Chile	Psicología	Ciencias Sociales	6 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.855	0.082	13.2	0.819	De $800 mil a $1 millón	2444110
Universidad de Santiago de Chile	Publicidad	Ciencias Sociales	6 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.942	0.169	11.1	0.545	De $400 mil a $600 mil	2683170
Universidad de Santiago de Chile	Química y Licenciatura en Química	Ciencias Básicas	6 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.917	0.28	11.9	0.531	s/i	2419120
Universidad de Santiago de Chile	Técnico Universitario en Análisis Químico y Físico	Tecnología	6 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.985	0.209	7.2	0.897	De $400 mil a $600 mil	1537620
Universidad de Santiago de Chile	Técnico Universitario en Control Industrial	Tecnología	6 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.943	0.387	5.4	0.845	De $600 mil a $800 mil	1537620
Universidad de Talca	Agronomía	Agropecuaria	5 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.878	0.182	13.2	0.743	De $800 mil a $1 millón	2580900
Universidad de Talca	Arquitectura	Arte y Arquitectura	5 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.9	0.234	17.5	0.902	De $800 mil a $1 millón	3101400
Universidad de Talca	Contador Público y Auditor	Administración y Comercio	5 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.984	0.108	12.4	0.968	De $800 mil a $1 millón	2351295
Universidad de Talca	Derecho	Derecho	5 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.893	0.072	16.0	0.658	De $1 millón 200 mil a $1 millón 400 mil	2671300
Universidad de Talca	Fonoaudiología	Salud	5 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.957	0.079	11.0	0.979	s/i	2557200
Universidad de Talca	Ingeniería Civil Industrial	Tecnología	5 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.915	0.143	15.1	0.941	De $1 millón a $1 millón 200 mil	2818500
Universidad de Talca	Ingeniería Civil en Computación	Tecnología	5 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.949	0.169	16.8	0.925	s/i	2818500
Universidad de Talca	Ingeniería Comercial	Ciencias Sociales	5 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.893	0.175	12.7	0.909	De $1 millón a $1 millón 200 mil	2503985
Universidad de Talca	Ingeniería Forestal	Agropecuaria	5 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.978	0.368	s/i	0.818	De $600 mil a $800 mil	2504500
Universidad de Talca	Ingeniería de Ejecución Mecánica	Tecnología	5 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.898	0.128	16.3	0.933	De $1 millón a $1 millón 200 mil	2348633
Universidad de Talca	Kinesiología	Salud	5 años	UNIVERSIDAD ESTATAL	Universidades	Universidades CRUCH	Universidades Estatales	0.927	0.222	12.0	0.886	s/i	2557200
