institucion	carrera	area	acreditacion_institucion	tipo_institucion	tipo_institucion_nivel_0	tipo_institucion_nivel_1	tipo_institucion_nivel_2	porcentaje_subvencionados	desercion_agno1	duracion_real	empleabilidad_agno1	ingreso_agno4	arancel
CFT Andrés Bello	Administración de Empresas	Administración y Comercio	3 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.992	0.317	6.1	0.617	Menor a $400 mil	660000
CFT Andrés Bello	Asistente Jurídico	Derecho	3 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	1.0	0.5	6.5	0.445	s/i	660000
CFT Andrés Bello	Computación e Informática	Tecnología	3 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	1.0	0.431	6.8	0.645	Menor a $400 mil	700000
CFT Andrés Bello	Contabilidad General	Administración y Comercio	3 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	1.0	s/i	6.4	0.704	s/i	660000
CFT Andrés Bello	Electrónica Industrial	Tecnología	3 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	1.0	0.345	7.3	0.677	Menor a $400 mil	700000
CFT Andrés Bello	Prevención de Riesgos	Tecnología	3 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	1.0	0.372	6.4	0.683	De $400 mil a $600 mil	700000
CFT Andrés Bello	Técnico en Construcción Civil	Tecnología	3 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	1.0	0.325	7.6	0.731	s/i	700000
CFT Andrés Bello	Técnico en Trabajo Social	Ciencias Sociales	3 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	1.0	0.333	6.1	0.308	s/i	660000
CFT Barros Arana	Técnico en Enfermería	Salud	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	1.0	0.385	6.8	0.596	Menor a $400 mil	1000000
CFT CEDUC - UCN	Electricidad y Electrónica Industrial	Tecnología	5 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.994	0.416	6.7	0.839	s/i	1104240
CFT CEDUC - UCN	Enfermería y Telemedicina	Salud	5 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	1.0	0.253	6.5	0.581	s/i	1105296
CFT CEDUC - UCN	Maquinaria Pesada	Tecnología	5 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.987	0.34	7.5	0.914	s/i	1114801
CFT CEDUC - UCN	Prevención de Riesgos	Tecnología	5 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.964	0.51	7.0	0.738	s/i	1108537
CFT Ceitec	Prevención de Riesgos	Tecnología	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	1.0	0.316	6.0	0.941	s/i	720000
CFT Ceponal	Técnico en Enfermería	Salud	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.935	0.457	6.1	0.875	s/i	1100000
CFT Crecic	Administración de Empresas (Modulos)	Administración y Comercio	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	1.0	0.321	6.8	0.724	s/i	728219
CFT Crecic	Secretariado	Administración y Comercio	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.947	0.387	6.7	0.54	s/i	780000
CFT Cámara de Comercio de Santiago	Administración Comercial	Administración y Comercio	2 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.973	0.407	6.6	0.893	s/i	1080292
CFT Cámara de Comercio de Santiago	Administración en Comercio Exterior	Administración y Comercio	2 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.971	0.557	6.9	0.888	De $400 mil a $600 mil	1071471
CFT Cámara de Comercio de Santiago	Logística Operativa	Administración y Comercio	2 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.992	0.447	6.4	0.968	s/i	1132946
CFT DUOC UC	Administración Financiera	Administración y Comercio	6 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.959	0.233	6.3	0.912	De $600 mil a $800 mil	1200000
CFT DUOC UC	Administración Hotelera, Turismo de Aventura, Turismo Técnico mención en Empresas Turísticas	Administración y Comercio	6 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.932	0.215	7.4	0.645	De $400 mil a $600 mil	1350682
CFT DUOC UC	Administración de Empresas mención Marketing	Administración y Comercio	6 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.947	0.265	6.5	0.801	De $400 mil a $600 mil	1187576
CFT DUOC UC	Administración de Recursos Humanos	Administración y Comercio	6 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.985	0.161	6.2	0.889	De $400 mil a $600 mil	1191002
CFT DUOC UC	Administración de Redes Computacionales	Tecnología	6 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.983	0.325	6.7	0.949	s/i	1320000
CFT DUOC UC	Asistente Ejecutivo	Administración y Comercio	6 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.991	0.257	6.5	0.809	s/i	1080000
CFT DUOC UC	Comercio Exterior	Administración y Comercio	6 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.952	0.325	6.3	0.89	De $400 mil a $600 mil	1200000
CFT DUOC UC	Contabilidad General mención Legislación Tributaria	Administración y Comercio	6 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.981	0.267	6.6	0.907	De $600 mil a $800 mil	1150000
CFT DUOC UC	Gastronomía	Administración y Comercio	6 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.976	0.316	7.7	0.581	Menor a $400 mil	1630000
CFT DUOC UC	Técnico Jurídico	Derecho	6 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.978	0.25	6.6	0.563	s/i	1121535
CFT DUOC UC	Técnico en Gestión Logística	Administración y Comercio	6 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.981	0.333	s/i	1.0	s/i	1200000
CFT Diego Portales	Asistente Técnico del Educador de Párvulos	Educación	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.996	0.269	6.7	0.356	Menor a $400 mil	717431
CFT Diego Portales	Asistente del Educador Diferencial	Educación	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	1.0	s/i	6.0	0.171	Menor a $400 mil	600000
CFT Diego Portales	Gastronomía y Cocina Internacional	Administración y Comercio	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.962	0.526	8.7	0.522	Menor a $400 mil	1123755
CFT Diego Portales	Secreatariado Ejecutivo Computacional	Administración y Comercio	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	s/i	s/i	6.4	0.421	Menor a $400 mil	668000
CFT Diego Portales	Técnico en Construcción	Tecnología	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.979	0.489	6.0	0.647	Menor a $400 mil	680855
CFT EDUCAP	Gestión Contable y Tributaria	Administración y Comercio	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	1.0	0.15	6.1	0.545	s/i	627000
CFT EDUCAP	Técnico en Educación Parvularia	Educación	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.991	0.214	6.2	0.293	Menor a $400 mil	627000
CFT Escuela Superior de Administración de Negocios del Norte ESANE	Prevención de Riesgos Modular	Tecnología	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.968	0.512	7.4	0.835	De $800 mil a $1 millón	s/i
CFT Escuela de Intérpretes INCENI	Intérprete Inglés-Castellano	Humanidades	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.867	0.487	s/i	0.676	De $400 mil a $600 mil	1090000
CFT Fontanar	Servicios Gastronómicos Hoteleros y de Restaurante	Administración y Comercio	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.927	0.409	7.5	0.407	s/i	1091748
CFT Fontanar	Técnico en Enfermería	Salud	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.987	0.31	5.7	0.857	s/i	920796
CFT ICEL	Cocina Nacional e Internacional	Administración y Comercio	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.985	0.657	6.4	0.554	s/i	859000
CFT ICEL	Mecánica Automotriz	Tecnología	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.996	0.729	7.1	0.625	De $400 mil a $600 mil	779000
CFT ICEL	Técnico Jurídico	Derecho	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	1.0	0.568	6.8	0.639	s/i	565890
CFT ICEL	Técnico en Educación Parvularia	Educación	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.981	0.569	6.4	0.392	Menor a $400 mil	579000
CFT ICEL	Técnico en Odontología	Salud	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.992	0.568	6.0	0.897	s/i	739000
CFT INACAP	Administración de Empresas mención Finanzas	Administración y Comercio	6 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.924	0.381	6.8	0.764	De $400 mil a $600 mil	1360797
CFT INACAP	Analista Programador	Tecnología	6 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.961	0.369	8.4	0.797	De $600 mil a $800 mil	1392110
CFT INACAP	Asistente Jurídico	Derecho	6 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	1.0	s/i	7.2	0.534	De $400 mil a $600 mil	1038250
CFT INACAP	Asistente en Educación de Párvulos	Educación	6 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.986	0.273	5.8	0.34	s/i	1185534
CFT INACAP	Automatización y Control Industrial	Tecnología	6 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.986	0.399	7.3	0.863	De $600 mil a $800 mil	1360324
CFT INACAP	Biotecnología Industrial	Tecnología	6 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.949	0.277	7.0	0.717	s/i	1220091
CFT INACAP	Comercio Exterior	Administración y Comercio	6 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.947	0.351	7.0	0.729	De $400 mil a $600 mil	1235663
CFT INACAP	Contabilidad General	Administración y Comercio	6 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.991	0.276	6.8	0.76	De $400 mil a $600 mil	1355371
CFT INACAP	Dibujo Técnico Industrial	Tecnología	6 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.948	0.246	6.5	0.825	De $600 mil a $800 mil	1158000
CFT INACAP	Dibujo de Proyectos de Arquitectura e Ingeniería	Arte y Arquitectura	6 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.973	0.397	7.0	0.763	De $400 mil a $600 mil	1076667
CFT INACAP	Diseño y Programación Multimedia	Tecnología	6 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.91	0.411	6.6	0.587	s/i	1234123
CFT INACAP	Electricidad Industrial mención Electromecánica	Tecnología	6 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.993	0.297	7.6	0.859	De $600 mil a $800 mil	1343019
CFT INACAP	Electrónica Industrial	Tecnología	6 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.976	0.401	7.6	0.854	De $600 mil a $800 mil	1336243
CFT INACAP	Gastronomía Internacional	Administración y Comercio	6 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.923	0.36	7.6	0.439	Menor a $400 mil	1634850
CFT INACAP	Gestión y Control de Calidad	Administración y Comercio	6 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.982	0.385	6.2	0.808	De $400 mil a $600 mil	1121583
CFT INACAP	Laboratorista Clínico, Banco de Sangre e Imagenología	Salud	6 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.989	0.292	6.1	0.694	s/i	1243970
CFT INACAP	Laboratorista Químico Minero	Tecnología	6 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.985	0.382	8.0	0.868	De $400 mil a $600 mil	1254052
CFT INACAP	Logística	Administración y Comercio	6 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.978	0.471	6.5	0.958	s/i	1302028
CFT INACAP	Mantenimiento Industrial	Tecnología	6 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.981	0.327	6.8	0.813	De $600 mil a $800 mil	1391438
CFT INACAP	Mecánica Automotriz	Tecnología	6 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.98	0.377	7.2	0.705	De $400 mil a $600 mil	1414795
CFT INACAP	Mecánica en Producción Industrial	Tecnología	6 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.978	0.303	6.7	0.85	s/i	1436735
CFT INACAP	Paisajismo	Arte y Arquitectura	6 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.596	0.462	6.1	0.542	s/i	1988000
CFT INACAP	Preparador Físico	Educación	6 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.955	0.297	6.9	0.383	s/i	1179717
CFT INACAP	Prevención de Riesgos	Tecnología	6 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.973	0.339	7.1	0.781	De $600 mil a $800 mil	1366217
CFT INACAP	Programador de Aplicaciones Computacionales	Tecnología	6 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.967	0.476	s/i	0.78	s/i	1374281
CFT INACAP	Refrigeración y Climatización	Tecnología	6 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.954	0.4	6.4	0.817	De $400 mil a $600 mil	1498305
CFT INACAP	Soporte Computacional	Tecnología	6 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.936	0.354	7.5	0.744	De $400 mil a $600 mil	1150159
CFT INACAP	Tecnología Agrícola	Agropecuaria	6 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.9	0.249	6.4	0.529	De $400 mil a $600 mil	1431290
CFT INACAP	Tecnología Industrial de los Alimentos	Tecnología	6 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.971	0.365	7.1	0.828	De $400 mil a $600 mil	1282821
CFT INACAP	Tecnología en Operaciones Mineras y Metalurgia	Tecnología	6 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	1.0	0.506	7.9	0.814	s/i	1337695
CFT INACAP	Tecnología en Vitivinicultura	Agropecuaria	6 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	1.0	0.213	6.7	0.541	s/i	1219267
CFT INACAP	Telecomunicaciones, Conectividad y Redes	Tecnología	6 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.981	0.397	6.6	0.886	De $400 mil a $600 mil	1463035
CFT INACAP	Topografía	Tecnología	6 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.981	0.408	6.7	0.827	s/i	1213327
CFT INACAP	Técnico en Construcción y Edificación	Tecnología	6 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.984	0.38	6.3	0.711	De $400 mil a $600 mil	1355120
CFT INACAP	Técnico en Enfermería	Salud	6 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.985	0.232	6.5	0.716	Menor a $400 mil	1318487
CFT INACAP	Técnico en Farmacia	Salud	6 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	1.0	0.25	6.2	0.577	s/i	1180742
CFT INACAP	Técnico en Hoteles y Restaurantes, y Turismo con menciones	Administración y Comercio	6 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.889	0.298	6.9	0.424	Menor a $400 mil	1419299
CFT INACAP	Técnico en Odontología	Salud	6 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.994	0.23	5.7	0.654	Menor a $400 mil	1290858
CFT Instituto Central de Capacitación Educacional ICCE	Administración de Empresas	Administración y Comercio	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.975	0.464	9.0	0.913	s/i	906308
CFT Instituto Superior de Estudios Jurídicos CANON	Técnico Jurídico	Derecho	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.989	0.374	7.5	0.676	De $400 mil a $600 mil	743725
CFT Instituto Tecnológico de Chile I.T.C.	Análisis de Sistemas	Tecnología	3 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.987	0.531	9.5	0.889	De $600 mil a $800 mil	888874
CFT Instituto Tecnológico de Chile I.T.C.	Gestión de Soporte y Redes	Tecnología	3 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.968	0.402	s/i	0.931	s/i	800128
CFT Instituto de Secretariado INSEC	Secretariado Ejecutivo Bilingüe	Administración y Comercio	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.957	0.408	7.1	0.594	Menor a $400 mil	616800
CFT Instituto de Secretariado INSEC	Secretariado Ejecutivo Gerencial	Administración y Comercio	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.947	0.405	6.3	0.592	Menor a $400 mil	666011
CFT Iprosec	Técnico de Nivel Superior en Administración de Empresas	Administración y Comercio	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	1.0	0.324	5.8	0.491	s/i	662400
CFT Iprosec	Técnico de Nivel Superior en Asistente de Párvulos	Educación	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	1.0	0.333	5.9	0.452	s/i	688900
CFT Iprosec	Técnico de Nivel Superior en Electricidad	Tecnología	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	1.0	0.438	5.8	0.767	s/i	902300
CFT Juan Bohon	Asistente de Educador de Párvulos	Educación	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	1.0	0.24	6.8	0.2	s/i	649000
CFT Juan Bohon	Gastronomía y Cocina Internacional	Administración y Comercio	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	1.0	0.424	6.2	0.269	s/i	979000
CFT Juan Bohon	Topografía	Tecnología	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	1.0	0.353	6.2	0.778	s/i	759000
CFT La Araucana	Administración de Empresas	Administración y Comercio	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.989	0.439	6.6	0.88	De $400 mil a $600 mil	859536
CFT La Araucana	Administración de Sistemas Logísticos	Administración y Comercio	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.983	0.425	7.0	0.923	s/i	866878
CFT La Araucana	Administración y Soporte de Redes	Tecnología	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.986	0.542	9.3	0.937	s/i	939899
CFT La Araucana	Asistente de Educación Parvularia y Básica	Educación	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.992	0.349	6.5	0.394	s/i	708457
CFT La Araucana	Contabilidad General	Administración y Comercio	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.995	0.417	6.8	0.863	s/i	879058
CFT La Araucana	Prevención de Riesgos	Tecnología	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.981	0.485	6.7	0.835	s/i	887631
CFT La Araucana	Producción y Gestión de Eventos	Administración y Comercio	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.979	0.5	7.3	0.581	s/i	775018
CFT La Araucana	Técnico Jurídico	Derecho	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.919	0.317	6.7	0.6	s/i	697239
CFT Laplace	Administración de Empresas mención Gestión de Marketing, Personal o Finanzas	Administración y Comercio	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	1.0	0.75	s/i	0.875	De $400 mil a $600 mil	620000
CFT Los Leones	Laboratorista Dental	Salud	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.975	0.496	6.4	0.431	Menor a $400 mil	888548
CFT Los Leones	Secretariado Ejecutivo Computacional	Administración y Comercio	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	1.0	0.532	6.7	0.71	Menor a $400 mil	491767
CFT Los Leones	Turismo	Administración y Comercio	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.982	0.637	7.8	0.592	De $400 mil a $600 mil	562767
CFT Lota-Arauco	Administración Pública	Ciencias Sociales	4 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	1.0	0.304	6.0	0.48	Menor a $400 mil	1037841
CFT Lota-Arauco	Administración de Redes y Soporte Computacional	Tecnología	4 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	1.0	0.393	6.7	0.597	Menor a $400 mil	1037841
CFT Lota-Arauco	Mecánica Industrial	Tecnología	4 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	1.0	0.308	7.5	0.667	De $400 mil a $600 mil	1037841
CFT Lota-Arauco	Prevención de Riesgos	Tecnología	4 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	1.0	0.352	7.2	0.771	De $400 mil a $600 mil	1037841
CFT Lota-Arauco	Técnico de Nivel Superior en Industrias de la Madera	Tecnología	4 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	1.0	0.534	8.5	0.591	s/i	1037841
CFT Luis Alberto Vera	Asistente de Educación Parvularia	Educación	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	1.0	0.029	s/i	0.333	s/i	800000
