agno	rbd	nombre_establecimiento	nombre_comuna	numero_region	dependencia	area_geografica	financiamiento	psu_lenguaje	psu_matematica	ive_basica	ive_media	numero_alumnos
2011	2979	ESCUELA EL SAUCE	TALCA	7	Municipal	RURAL	287733579	328	368	87.0967741935	89.3333333333	357
2011	2995	INSTITUTO ANDRES BELLO	TALCA	7	Particular Subvencionado	URBANO	765247093	515	475	51.9468186134	54.7619047619	1418
2011	3003	COLEGIO PIAGET	TALCA	7	Particular Subvencionado	URBANO	179368526	378	381	87.79069767439999	87.15083798880001	356
2011	3005	LICEO SANTA TERESITA	TALCA	7	Particular Subvencionado	URBANO	368650268	521	511	39.184952978	56.2091503267	620
2011	3006	CENTRO EDUCATIVO SALESIANOS TALCA	TALCA	7	Particular Subvencionado	URBANO	1507910862	474	472	61.0787172011	67.1726755218	1922
2011	3009	COLEGIO INTEGRADO SAN PIO X	TALCA	7	Particular Subvencionado	URBANO	300491151	531	528		47.8540772532	462
2011	3010	COLEGIO SAN FRANCISCO DE ASIS	TALCA	7	Particular Subvencionado	URBANO	168383718	369	360	78.6516853932	72.1311475409	258
2011	3013	COLEGIO JUAN IGNACIO MOLINA	TALCA	7	Particular Subvencionado	URBANO	465012970	436	454	55.7142857142	56.0714285714	878
2011	3016	LICEO DE PELARCO	PELARCO	7	Municipal	URBANO	308743227	374	362	85.9296482412	92.26519337009999	412
2011	3033	LICEO AGROINDUSTRIAL RIO CLARO	RÍO CLARO	7	Municipal	URBANO	485941644	413	349	76.6859344894	80.0884955752	718
2011	3055	LICEO SAN CLEMENTE ENTRE RIOS	SAN CLEMENTE	7	Municipal	URBANO	409367912	421	445		96.48	516
2011	3108	COLEGIO PAULA MONTAL	SAN CLEMENTE	7	Particular Subvencionado	URBANO	402834954	490	489	74.515235457	80.2325581395	604
2011	3111	ESCUELA VILLA CULENAR	TALCA	7	Municipal	RURAL	493191613	450	392	76.8987341772		637
2011	3126	LICEO TECNICO AGRICOLA MARIA AUXILIADORA	MAULE	7	Particular Subvencionado	RURAL	369607058	430	419		86.4768683274	273
2011	3128	LICEO SAN IGNACIO	EMPEDRADO	7	Municipal	URBANO	630092250	415	431	86.3109048723	93.6170212765	629
2011	3138	COMPLEJO EDUCACIONAL PENCAHUE	PENCAHUE	7	Municipal	URBANO	441335281	336	413	92.0972644376	88.81578947360001	468
2011	3165	LICEO CONSTITUCION	CONSTITUCIÓN	7	Municipal	URBANO	475549448	440	447	76.5625	74.4368266405	1037
2011	3172	LICEO RURAL PUTU	CONSTITUCIÓN	7	Municipal	RURAL	378594733	401	410	78.75816993460001	82.0754716981	422
2011	3173	LICEO RURAL ENRIQUE MAC IVER	CONSTITUCIÓN	7	Municipal	RURAL	529434813	430	437	77.9783393501	85.29411764699999	738
2011	3202	COLEGIO SAN ALBERTO HURTADO	CONSTITUCIÓN	7	Particular Subvencionado	URBANO	716495346	600	599	35.1791530944	44.6555819477	1086
2011	3205	LICEO LUIS EDMUNDO CORREA ROJAS	CUREPTO	7	Municipal	URBANO	345738096	432	474		82.65306122440001	303
2011	3247	LICEO VALENTIN LETELIER	LINARES	7	Municipal	URBANO	1111996362	515	506	68.3333333333	65.0726392251	1619
2011	3248	INSTITUTO COMERCIAL	LINARES	7	Municipal	URBANO	1048422285	446	433		78.10218978100001	1578
2011	3250	ESCUELA PRESIDENTE CARLOS IBANEZ DEL C.	LINARES	7	Municipal	URBANO	347192827	480	526	90.1587301587		387
2011	3252	LICEO TECNICO PROFESIONAL DIEGO PORTALES	LINARES	7	Municipal	URBANO	539687983	378	350	83.2635983263	88.063063063	716
2011	3261	PEDRO AGUIRRE CERDA	LINARES	7	Municipal	URBANO	305986774	444	462	83.1417624521		340
2011	3267	ESCUELA GRACIELA LETELIER	LINARES	7	Municipal	RURAL	436660700	514	522	80.98591549290001		515
2011	3268	ESCUELA SALOMON SALMAN DABUD	LINARES	7	Municipal	URBANO	389909128	358	377	81.0068649885		494
2011	3290	LICEO MARIA AUXILIADORA	LINARES	7	Particular Subvencionado	URBANO	757843329	497	491	53.3546325878	65.23972602729999	917
2011	3296	ESC.AGRIC.PART.SALESIANA DON BOSCO	LINARES	7	Particular Subvencionado	URBANO	1254606925	433	448	64.0866873065	71.22580645159999	1508
2011	3298	LICEO NUESTRA SEÑORA DEL ROSARIO	LINARES	7	Particular Subvencionado	URBANO	726084442	595	610	41.5362731152	41.4012738853	1174
2011	3300	INSTITUTO LINARES	LINARES	7	Particular Subvencionado	URBANO	697662605	599	611	31.9303338171	34.6385542168	1113
2011	3302	COLEGIO LA PROVIDENCIA	LINARES	7	Particular Subvencionado	URBANO	571566454	533	521	57.3283858998	59.0476190476	758
2011	3303	COLEGIO AMELIA TRONCOSO	LINARES	7	Particular Subvencionado	URBANO	556821455	503	495	55.0239234449	51.7857142857	968
2011	3304	COLEGIO SAN MIGUEL ARCANGEL	LINARES	7	Particular Subvencionado	URBANO	500256193	433	455	72.8125	71.66666666659999	534
2011	3305	LICEO POLITECNICO DE LINARES	LINARES	7	Municipal	URBANO	1294884293	437	416		83.15450643769999	1754
2011	3308	COLEGIO CONCEPCION LINARES	LINARES	7	Particular Subvencionado	URBANO	303016756	525	536	44.9579831932	42.0289855072	493
2011	3313	LICEO JUAN DE DIOS PUGA	YERBAS BUENAS	7	Municipal	URBANO	597720737	445	441	88.8613861386	92.3322683706	702
2011	3315	ESCUELA SILVANO FERNANDEZ	YERBAS BUENAS	7	Municipal	RURAL	267948234	261	316	79.90430622		313
2011	3328	LICEO CAPITAN IGNACIO CARRERA PINTO	COLBÚN	7	Municipal	URBANO	443167762	419	459		91.0041841004	497
2011	3348	LICEO ARTURO ALESSANDRI PALMA	LONGAVÍ	7	Municipal	URBANO	486115046	408	457	80	83.77896613190001	623
2011	3358	ESCUELA JOSE MIGUEL CARRERA	LONGAVÍ	7	Municipal	RURAL	117217233	359	305	69.1358024691		83
2011	3359	LICEO LAURA URRUTIA BENAVENTE	LONGAVÍ	7	Municipal	RURAL	205216637	390	383	79.16666666659999	77.7777777777	194
2011	3361	ESCUELA FRANCISCO URRUTIA URRUTIA	LONGAVÍ	7	Municipal	RURAL	268842996	307	352	82.57261410780001		303
2011	3362	ESCUELA GABRIEL BENAVENTE BENAVENTE	LONGAVÍ	7	Municipal	RURAL	221014160	311	377	83.495145631		217
2011	3368	ESCUELA JUAN SEGUNDO MUNOZ BRIONES	LONGAVÍ	7	Municipal	RURAL	109782945	250	347	94.2857142857		78
2011	3387	LICEO FEDERICO HEISE MARTI	PARRAL	7	Municipal	URBANO	484182502	417	436		89.9393939393	674
2011	3400	COLEGIO ALBERTO MOLINA CASTILLO	PARRAL	7	Municipal	RURAL	153831758	394	413	77.2727272727	94.3181818181	167
2011	3430	INSTITUTO PARRAL	PARRAL	7	Particular Subvencionado	URBANO	353909911	493	481	75.32467532459999	68.2926829268	504
2011	3431	COLEGIO SAN JOSE	PARRAL	7	Particular Subvencionado	URBANO	807405862	552	575	60.9195402298	62.6728110599	1117
2011	3432	COLEGIO PARTICULAR PROVIDENCIA	PARRAL	7	Particular Subvencionado	URBANO	1107293680	520	539	64.5695364238	63.7647058823	1480
2011	3433	COLEGIO CONCEPCION  DE PARRAL	PARRAL	7	Particular Subvencionado	URBANO	165602087	615	660	35.2678571428	52.8925619834	401
2011	3434	LICEO GUILLERMO MARIN LARRAIN	RETIRO	7	Municipal	URBANO	505729664	463	459	81.443298969	85.081240768	776
2011	3442	COLEGIO AJIAL	RETIRO	7	Municipal	RURAL	230766853	401	461	87.0967741935	87.6712328767	267
2011	3443	ESCUELA LOS CUARTELES	RETIRO	7	Municipal	RURAL	234659899	398	394	92.7272727272	94.17475728150001	360
2011	3460	COLEGIO POLIVALENTE LAS CAMELIAS	RETIRO	7	Particular Subvencionado	RURAL	612910320	451	487	86.5384615384	87.6288659793	618
2011	3461	LICEO FRANCISCO ANTONIO ENCINA ARMANET	VILLA ALEGRE	7	Municipal	URBANO	249976489	393	376		85.85209003209999	311
2011	3478	ESCUELA AGRICOLA SAGRADOS CORAZONES	VILLA ALEGRE	7	Particular Subvencionado	RURAL	253863998	377	326		88.1818181818	194
2011	3479	LICEO MANUEL MONTT	SAN JAVIER	7	Municipal	URBANO	1211759662	408	431		79.7782126549	1412
2011	3530	COLEGIO PARTICULAR SAN JOSE	SAN JAVIER	7	Particular Subvencionado	URBANO	829607432	503	497	61.7689015691	58.354755784	1146
2011	3531	INSTITUTO REGIONAL DEL MAULE	SAN JAVIER	7	Particular Subvencionado	URBANO	664638223	570	586	44.0573770491	51.5358361774	952
2011	3533	LICEO SAGRADOS CORAZONES	SAN JAVIER	7	Particular Subvencionado	URBANO	806835269	469	474	58.3463338533	48.4210526315	1021
2011	3538	LICEO ANTONIO VARAS	CAUQUENES	7	Municipal	URBANO	1118353447	468	482	69.1549295774	68.2316118935	1366
2011	3539	LICEO CLAUDINA URRUTIA DE LAVIN	CAUQUENES	7	Municipal	URBANO	560630509	466	467		66.9565217391	754
2011	3540	LICEO POLITECNICO PEDRO AGUIRRE CERDA	CAUQUENES	7	Municipal	URBANO	603171703	364	390		88.57142857140001	657
2011	3545	ESCUELA BARRIO ESTACION	CAUQUENES	7	Municipal	URBANO	575188490	371	377	87.7813504823		639
2011	3608	LICEO INMACULADA CONCEPCION	CAUQUENES	7	Particular Subvencionado	URBANO	568918020	558	584	39.2561983471	37.3134328358	867
2011	3609	LICEO PELLUHUE	PELLUHUE	7	Municipal	URBANO	508101730	439	464	85.16129032249999	84.4537815126	594
2011	3618	LICEO FEDERICO ALBERT FAUPP	CHANCO	7	Municipal	URBANO	350929757	404	431		80.6282722513	341
2011	3638	LICEO MARTA BRUNET	CHILLÁN	8	Municipal	URBANO	533397650	448	467		76.0387811634	604
2011	3639	LICEO NARCISO TONDREAU	CHILLÁN	8	Municipal	URBANO	362558756	478	472		78.0590717299	479
2011	3643	LICEO MARTIN RUIZ DE GAMBOA	CHILLÁN	8	Municipal	URBANO	282326042	401	451		90.7657657657	334
2011	3656	LICEO JUAN PACHECO ALTAMIRANO	CHILLÁN VIEJO	8	Municipal	URBANO	524247603	400	388	86.0674157303	89.3333333333	663
2011	3711	COLEGIO DE LA PURISIMA CONCEPCION	CHILLÁN	8	Particular Subvencionado	URBANO	671183574	560	566	41.9141914191	44.6875	945
2011	3713	COLEGIO SEMINARIO PADRE ALBERTO HURTADO	CHILLÁN	8	Particular Subvencionado	URBANO	1333267449	602	631	21.4983713355	28.6115007012	2138
2011	3718	INSTITUTO SANTA MARIA	CHILLÁN	8	Particular Subvencionado	URBANO	884124168	615	627	32.2629969418	40.8352668213	1237
2011	3719	COLEGIO COYAM	CHILLÁN	8	Particular Subvencionado	URBANO	428243928	498	497	69.11447084229999	71.42857142850001	653
2011	3724	COLEGIO PARTICULAR SAN VICENTE	CHILLÁN	8	Particular Subvencionado	URBANO	732527387	565	586	44.157814871	48.1268011527	1011
2011	3728	COLEGIO SAN BUENAVENTURA	CHILLÁN	8	Particular Subvencionado	URBANO	527733721	586	636	47.8184991273	48.4662576687	790
2011	3730	COLEGIO PARTICULAR MARTIN RUCKER	CHILLÁN	8	Particular Subvencionado	URBANO	472138803	511	494	60.923076923	60.4790419161	571
2011	3733	COLEGIO PARTICULAR GABRIELA MISTRAL	CHILLÁN	8	Particular Subvencionado	URBANO	379028867	419	435	84.7908745247	82.02247191009999	361
2011	3734	COLEGIO COMEWEALTH SCHOOL	CHILLÁN	8	Particular Subvencionado	URBANO	205395893	467	494	63.2653061224	64.0449438202	369
2011	3735	COLEGIO CHILLAN	CHILLÁN	8	Particular Subvencionado	URBANO	397284648	511	519	53.3582089552	61.3372093023	645
2011	3738	LICEO TECNICO PROFESIONAL SAN RAFAEL	CHILLÁN	8	Particular Subvencionado	RURAL	352346181	420	417		91.3242009132	224
2011	3740	ESCUELA GENERAL DOMINGO URRUTIA	SAN CARLOS	8	Municipal	URBANO	366542223	395	390	95.87628865969999		357
2011	3742	LICEO POLITECNICO CAP. IGNACIO CARRERA P	SAN CARLOS	8	Municipal	URBANO	1396919800	419	451		91.9532324621	1324
2011	3776	ESCUELA QUILELTO	SAN CARLOS	8	Municipal	RURAL	91674286	364	381	97.56097560969999		55
2011	3795	INSTITUTO SANTA MARIA DE SAN CARLOS	SAN CARLOS	8	Particular Subvencionado	URBANO	752490046	565	598	60.0337268128	64.2140468227	990
2011	3796	LICEO Y ESCUELA NUESTRA SRA DE LA MERCED	SAN CARLOS	8	Particular Subvencionado	URBANO	736340774	506	515	76.8796992481	76.68918918910001	901
2011	3797	COLEGIO SAGRADO CORAZON DE JESUS	SAN CARLOS	8	Particular Subvencionado	URBANO	1195403831	528	529	81.16169544740001	79.2338709677	1222
2011	3799	ESCUELA CHACAY	ÑIQUÉN	8	Municipal	RURAL	226970776	422	383	92.2077922077		231
2011	3800	LICEO TIUQUILEMU	ÑIQUÉN	8	Municipal	RURAL	162665644	448	384	92.6470588235	88.3495145631	171
2011	3802	LICEO SAN GREGORIO	ÑIQUÉN	8	Municipal	URBANO	611180764	402	417	83.9436619718	88.1188118811	579
2011	3823	LICEO JORGE ALESSANDRI RODRIGUEZ	SAN FABIÁN	8	Municipal	URBANO	623390491	414	431	89.3732970027	92.7884615384	595
2011	3843	ESCUELA PORVENIR DE CATO	COIHUECO	8	Municipal	RURAL	310711410	398	362	82.329317269		341
2011	3865	COLEGIO ADVENTISTA DE CHILE	CHILLÁN	8	Particular Subvencionado	RURAL	452750347	505	502		58.8414634146	695
2011	3871	LICEO POLITEC. JOSE MANUEL PINTO ARIAS	PINTO	8	Municipal	URBANO	314890379	473	466		86.43617021270001	379
2011	3885	COLEGIO FRANCISCO DE ASIS	PINTO	8	Particular Subvencionado	URBANO	630484766	455	424	72.36024844719999	80	674
2011	3886	LICEO MANUEL JESUS ORTIZ	SAN IGNACIO	8	Municipal	URBANO	421096124	383	435	91.11969111960001	84.1530054644	446
2011	3887	LICEO PUEBLO SECO	SAN IGNACIO	8	Municipal	RURAL	328354123	439	424	82.55033557039999	84.24908424900001	437
2011	3888	COLEGIO POLITECNICO VICTOR JARA	SAN IGNACIO	8	Municipal	RURAL	328430639	356	345	86.6336633663	91.875	391
2011	3909	LICEO JUVENAL HERNANDEZ JAQUE	EL CARMEN	8	Municipal	URBANO	656595334	451	447		94.20062695919999	704
2011	3940	LICEO DE YUNGAY	YUNGAY	8	Municipal	URBANO	847637771	411	444		80.900243309	852
2011	3960	COLEGIO DIVINA PASTORA	YUNGAY	8	Particular Subvencionado	URBANO	474565863	546	559	60.6648199445	44.8275862068	598
2011	3961	LICEO POLIVALENTE TOMAS HERRERA VEGA	PEMUCO	8	Municipal	URBANO	432949339	402	422		93.3753943217	374
2011	3976	LICEO MANUEL BULNES	BULNES	8	Municipal	URBANO	442404186	401	409		85.53791887120001	565
2011	3977	LICEO SANTA CRUZ DE LARQUI	BULNES	8	Municipal	URBANO	770528356	467	472	81.1464968152	79.6610169491	1071
2011	3998	LICEO LUIS CRUZ MARTINEZ	QUILLÓN	8	Municipal	URBANO	279661696	392	416		88.54748603349999	314
2011	4025	LICEO VIRGINIO ARIAS	RÁNQUIL	8	Municipal	URBANO	492997049	457	474	72.5925925925	78.9883268482	557
2011	4043	COLEGIO NUESTRA SENORA DEL CARMEN	PORTEZUELO	8	Particular Subvencionado	URBANO	402464730	420	436	83.0303030303	88.8349514563	346
2011	4049	LICEO DOMINGO ORTIZ DE ROZAS	COELEMU	8	Municipal	URBANO	960799061	441	492		76.1116856256	974
2011	4071	ESCUELA BASICA REPUBLICA DEL PARAGUAY	TREGUACO	8	Municipal	URBANO	788773745	407	418	86.87258687249999	88	641
2011	4084	LICEO PROFESOR DIEGO MISSENE BURGOS	COBQUECURA	8	Municipal	URBANO	324315467	390	399		94.9019607843	241
2011	4102	LICEO POLITECNICO CARLOS MONTANE  CASTRO	QUIRIHUE	8	Municipal	URBANO	746580783	471	461		87.14689265529999	642
2011	4124	LICEO ARTURO PRAT CHACON	NINHUE	8	Municipal	URBANO	356186654	486	519		92.4731182795	252
2011	4140	LICEO SAN NICOLAS	SAN NICOLÁS	8	Municipal	URBANO	922126178	521	524		87.0426829268	877
2011	4141	LICEO TÉCNICO PUENTE ÑUBLE	SAN NICOLÁS	8	Municipal	RURAL	368151947	401	411	87.38317757	89.0410958904	352
2011	4162	LICEO COM.DIEGO PORTALES PALAZUELO	LOS ÁNGELES	8	Municipal	URBANO	1157595517	458	453		66.4019062748	1424
2011	4163	LICEO LOS ANGELES A-59	LOS ÁNGELES	8	Municipal	URBANO	1134027747	534	566		49.5659037095	1393
2011	4164	LICEO COEDUCACIONAL STA. MARIA DE LOS ANGELES	LOS ÁNGELES	8	Municipal	URBANO	700450393	418	432		74.4210526315	866
2011	4165	LICEO INDUSTRIAL SAMUEL VIVANCO P.	LOS ÁNGELES	8	Municipal	URBANO	1120823797	404	400		73.8817891373	1378
2011	4166	LICEO TECNICO JUANITA FERNANDEZ SOLAR	LOS ÁNGELES	8	Municipal	URBANO	885473974	413	417		73.8878143133	1039
2011	4190	LICEO SANTA FE	LOS ÁNGELES	8	Municipal	RURAL	465039714	372	368	72.3150357995	89.8550724637	557
2011	4195	LICEO LLANO BLANCO	LOS ÁNGELES	8	Municipal	RURAL	464266943	417	413	85.75418994410001	90	539
2011	4262	COLEGIO PARTICULAR MARTA BRUNET	LOS ÁNGELES	8	Particular Subvencionado	URBANO	731635012	457	431	65.2960526315	69.0582959641	1010
2011	4263	COLEGIO SAN RAFAEL ARCANGEL	LOS ÁNGELES	8	Particular Subvencionado	URBANO	602321010	571	579		39.8773006134	673
2011	4269	COLEGIO HISPANOAMERICANO	LOS ÁNGELES	8	Particular Subvencionado	URBANO	447392632	463	465	59.9236641221	66.7741935483	694
2011	4270	LICEO PARTICULAR CARLOS CONDELL	LOS ÁNGELES	8	Particular Subvencionado	URBANO	457682760	387	370	84.4537815126	86.36363636359999	469
2011	4271	LICEO PARTICULAR SANTA RITA	LOS ÁNGELES	8	Particular Subvencionado	URBANO	411397275	430	470	60.1823708206	71.60804020099999	818
2011	4277	CENTRO EDUC.ADVENTISTA LOS ANGELES	LOS ÁNGELES	8	Particular Subvencionado	RURAL	1351412539	482	477	62.9233511586	64.4955300127	1465
2011	4288	LICEO POLITECNICO GRAL.BONILLA	CABRERO	8	Municipal	URBANO	683620576	397	408		72.2627737226	851
2011	4289	LICEO MANUEL A. ZANARTU	CABRERO	8	Municipal	URBANO	446719164	401	429		74.0484429065	596
2011	4307	COLEGIO SAN JOSE	CABRERO	8	Particular Subvencionado	URBANO	1055722476	550	561	52.642706131	49.0909090909	1274
2011	4309	LICEO DE HUEPIL	TUCAPEL	8	Municipal	URBANO	561436543	430	429		79.79452054790001	520
2011	4324	LICEO  DOCTOR VICTOR RIOS RUIZ	ANTUCO	8	Municipal	URBANO	730487524	416	429	81.506849315	83.3948339483	653
2011	4331	LICEO FRANCISCO BASCUNAN GUERRERO	QUILLECO	8	Municipal	URBANO	508053189	423	449	73.7341772151	84.90566037729999	605
2011	4333	LICEO ISABEL RIQUELME	QUILLECO	8	Municipal	URBANO	396870490	415	378	73.30316742079999	87.6543209876	434
2011	4353	LICEO CARDENAL ANTONIO SAMORE	SANTA BÁRBARA	8	Municipal	URBANO	444216889	410	430		84.4054580896	489
2011	4382	COLEGIO SANTA BARBARA	SANTA BÁRBARA	8	Particular Subvencionado	URBANO	494523622	414	417	78.4366576819	86.1538461538	507
2011	4404	LICEO MIGUEL ANGEL CERDA LEIVA	MULCHÉN	8	Municipal	URBANO	690703551	458	462		71.2700369913	785
2011	4408	ESCUELA BASICA CRISOL	MULCHÉN	8	Municipal	URBANO	280340175	342	376	87.97814207650001	87.95811518319999	307
2011	4446	LICEO LA FRONTERA	NEGRETE	8	Municipal	URBANO	837579467	374	382	80.5460750853	87.05357142850001	917
2011	4451	LICEO MUNICIPAL DE NACIMIENTO	NACIMIENTO	8	Municipal	URBANO	1130511603	439	456		74.6215494211	1258
2011	4483	LICEO POLITECNICO HEROES DE LA CONCEPCIÓN	LAJA	8	Municipal	URBANO	1312360194	471	505		76.44599303130001	1423
2011	4500	LICEO ISIDORA AGUIRRE TUPPER	SAN ROSENDO	8	Municipal	URBANO	200055042	411	444		88.19875776390001	170
2011	4505	LICEO PADRE LUIS ALBERTO SALDES IRARRAZABAL	YUMBEL	8	Municipal	URBANO	485335237	456	479		71.92028985499999	576
2011	4507	LICEO TEC PROFESIONAL GONZALO GUGLIELMI M.	YUMBEL	8	Municipal	URBANO	523659955	388	419	73.8993710691	81.25	530
2011	4509	LICEO MUNICIPAL RIO CLARO	YUMBEL	8	Municipal	RURAL	309844755	397	400	82.2222222222	84.3137254901	307
2011	4531	COLEGIO MARINA DE CHILE	CONCEPCIÓN	8	Municipal	URBANO	931917673	510	521	59.4594594594	53.2763532763	1360
2011	4553	LICEO DE NINAS	CONCEPCIÓN	8	Municipal	URBANO	1123226172	508	511		62.7791563275	1853
2011	4554	LICEO ANDALIEN	CONCEPCIÓN	8	Municipal	URBANO	326707697	380	396		80.1556420233	404
2011	4555	LICEO ENRIQUE MOLINA GARMENDIA	CONCEPCIÓN	8	Municipal	URBANO	941027320	502	525	69.6428571428	66.264367816	1492
2011	4557	LICEO EXPERIMENTAL LUCILA GODOY ALCAYAGA	CONCEPCIÓN	8	Municipal	URBANO	503336705	435	420		78.2567947516	847
2011	4559	LICEO LORENZO ARENAS OLIVO	CONCEPCIÓN	8	Municipal	URBANO	143433802	408	435		80.8510638297	232
2011	4560	LICEO CHIGUAYANTE	CHIGUAYANTE	8	Municipal	URBANO	479129859	401	414		83.0188679245	558
2011	4561	LICEO JUAN MARTINEZ DE ROZAS	CONCEPCIÓN	8	Municipal	URBANO	152966179	409	393		87.00265251979999	259
2011	4562	LICEO SAN PEDRO	SAN PEDRO DE LA PAZ	8	Municipal	URBANO	277823807	435	479		81.5891472868	461
2011	4564	COLEGIO REPUBLICA DEL BRASIL	CONCEPCIÓN	8	Municipal	URBANO	950192747	552	566	48.4	45.238095238	1536
2011	4571	ESCUELA JOSE HIPOLITO SALAS Y TORO	CHIGUAYANTE	8	Municipal	URBANO	502012157	387	381	80.7308970099	81.8181818181	589
2011	4572	COLEGIO GRAN BRETAÑA	CONCEPCIÓN	8	Municipal	URBANO	569020142	460	460	60.9400324149	65.7142857142	868
2011	4588	COLEGIO JUAN GREGORIO LAS HERAS	CONCEPCIÓN	8	Municipal	URBANO	830797706	487	504	61.6331096196	58.75	1228
2011	4617	COLEGIO GALVARINO DE LOMAS COLORADAS	SAN PEDRO DE LA PAZ	8	Municipal	URBANO	351329514	408	422	73.75565610850001	78.6163522012	500
2011	4626	ESCUELA JOSE MIGUEL CARRERA	SAN PEDRO DE LA PAZ	8	Particular Subvencionado	URBANO	656236495	390	398	86.62092624349999		867
2011	4627	COLEGIO PARTICULAR AURORA DE CHILE	CHIGUAYANTE	8	Particular Subvencionado	URBANO	492726346	434	432	47.4409448818		753
2011	4630	COLEGIO DEL SAGRADO CORAZON	CONCEPCIÓN	8	Particular Subvencionado	URBANO	774402715	591	578	48.5061511423	40.9429280397	1022
2011	4631	COLEGIO PARTICULAR ANDRES BELLO	CHIGUAYANTE	8	Particular Subvencionado	URBANO	1305658138	514	524	63.3187772925	61.4561027837	1557
2011	4632	LICEO SALESIANO DOMINGO SAVIO	CONCEPCIÓN	8	Particular Subvencionado	URBANO	744142666	612	627	32.9243353783	35.9375	923
2011	4636	ESCUELA MARCELA PAZ	CONCEPCIÓN	8	Particular Subvencionado	URBANO	363262047	539	562	38.6138613861	44.578313253	490
2011	4646	ESCUELA PARTICULAR SANTA SABINA	CONCEPCIÓN	8	Particular Subvencionado	URBANO	818394852	545	571	36.2555720653	44.6875	1125
2011	4655	COLEGIO ADVENTISTA DE CONCEPCION	CONCEPCIÓN	8	Particular Subvencionado	URBANO	289902306	561	554		57.8313253012	339
2011	4656	ESCUELA PARTICULAR INSTITUTO  SAN PEDRO	SAN PEDRO DE LA PAZ	8	Particular Subvencionado	URBANO	429314839	518	500	48.5380116959	47.8260869565	776
2011	4659	ESCUELA LA PROVIDENCIA	CONCEPCIÓN	8	Particular Subvencionado	URBANO	807015198	564	573	47.8260869565	45.8646616541	969
2011	4662	COLEGIO SAN IGNACIO	SAN PEDRO DE LA PAZ	8	Particular Subvencionado	URBANO	1256172772	593	607	31.7048853439	33.7552742616	1838
2011	4663	COLEGIO MARIA INMACULADA	CONCEPCIÓN	8	Particular Subvencionado	URBANO	1146119524	572	582	44.7872340425	40.1408450704	1503
2011	4664	"COLEGIO SANTA EUFRASIA "	CONCEPCIÓN	8	Particular Subvencionado	URBANO	764516343	549	563	43.8906752411	48.0916030534	991
2011	4666	COLEGIO SANTA LUISA DE CONCEPCION	CONCEPCIÓN	8	Particular Subvencionado	URBANO	559836446	606	617	44.3674176776	39.0410958904	790
2011	4669	LICEO SAN AGUSTIN DE CONCEPCION	CONCEPCIÓN	8	Particular Subvencionado	URBANO	861861758	609	614	31.432748538	36.2857142857	1189
2011	4670	ESCUELA PARTICULAR EL NAZARENO	CONCEPCIÓN	8	Particular Subvencionado	URBANO	177994275	347	343	87.60330578510001		187
2011	4672	LICEO TECN. PROFESIONAL JORGE SANCHEZ U.	CONCEPCIÓN	8	Particular Subvencionado	URBANO	916300447	493	532	52.2696011004	55.6291390728	1230
2011	4702	LICEO ALMTE.PEDRO ESPINA RITCHIE	TALCAHUANO	8	Municipal	URBANO	1017360392	479	474		61.081081081	1629
2011	4703	LICEO INDUSTRIAL JUAN ANTONIO RIOS M.	TALCAHUANO	8	Municipal	URBANO	524671906	418	421		77.2727272727	765
2011	4706	LICEO PEDRO DEL RIO ZANARTU	HUALPÉN	8	Municipal	URBANO	456154606	426	437		83.0924855491	540
2011	4707	LICEO COMERCIAL PROFESOR SERGIO MORAGA ARCIL	TALCAHUANO	8	Municipal	URBANO	1200193123	426	413		73.910482921	1569
2011	4708	LICEO LAS SALINAS	TALCAHUANO	8	Municipal	URBANO	195843995	404	414		74.6556473829	217
2011	4709	LICEO TECNICO	TALCAHUANO	8	Municipal	URBANO	621664678	380	384		80.7560137457	737
2011	4715	ESCUELA SIMON BOLIVAR	HUALPÉN	8	Municipal	URBANO	487347465	419	404	80.2898550724	78.65612648219999	498
2011	4717	LICEO COMERCIAL LUCILA GODOY ALCAYAGA	HUALPÉN	8	Municipal	URBANO	452408756	353	353	88.61788617880001	89.7959183673	514
2011	4778	COLEGIO PARTICULAR TALCAHUANO	TALCAHUANO	8	Particular Subvencionado	URBANO	349389309	494	517	44.514106583	46.3541666666	611
2011	4782	CENTRO EDUC.EVANGELICO DE HUALPENCILLO	HUALPÉN	8	Particular Subvencionado	URBANO	1006353121	455	446	60.465116279	64.4927536231	1200
2011	4785	COLEGIO SANTA BERNARDITA	TALCAHUANO	8	Particular Subvencionado	URBANO	523138277	540	569	38.8329979879	35.6725146198	793
2011	4790	COLEGIO MONTANER DE HUALPEN	HUALPÉN	8	Particular Subvencionado	URBANO	561364608	544	537	64.6788990825	58.3333333333	939
2011	4805	LICEO PENCOPOLITANO	PENCO	8	Municipal	URBANO	504695852	390	414		80.4109589041	693
2011	4825	LICEO COMERCIAL DE TOME	TOMÉ	8	Municipal	URBANO	759542472	421	416		73.73974208670001	853
2011	4829	LICEO VICENTE ALBERTO PALACIOS VALDES	TOMÉ	8	Municipal	URBANO	846028471	497	505		58.9333333333	1098
2011	4840	ESCUELA BASICA Y ADULTOS CALIFORNIA	TOMÉ	8	Municipal	URBANO	104510989	372	346	68.08510638289999		108
2011	4870	LICEO LUIS DE ALAVA	FLORIDA	8	Municipal	URBANO	262656659	430	431		85.96491228070001	231
