agno	rbd	nombre_establecimiento	nombre_comuna	numero_region	dependencia	area_geografica	financiamiento	psu_lenguaje	psu_matematica	ive_basica	ive_media	numero_alumnos
2011	384	LICEO MANUEL MAGALHAES MEDLING	DIEGO DE ALMAGRO	3	Municipal	URBANO	719836051	518	523		67.4757281553	687
2011	392	LICEO DIEGO DE ALMEIDA	DIEGO DE ALMAGRO	3	Particular Subvencionado	URBANO	527414320	508	529		45.7805907172	529
2011	396	INSTITUTO COMERCIAL ALEJANDRO RIVERA DIAZ	COPIAPÓ	3	Municipal	URBANO	717439587	479	472		77.2266065388	851
2011	399	LICEO JOSE ANTONIO CARVAJAL	COPIAPÓ	3	Municipal	URBANO	1050786849	404	428		82.3571945046	1366
2011	400	LICEO MERCEDES FRITIS MACKENNEY	COPIAPÓ	3	Municipal	URBANO	445202257	431	438		79.1342952275	787
2011	415	LICEO DE MUSICA	COPIAPÓ	3	Municipal	URBANO	879174510	507	511	46.409574468	54.9333333333	1109
2011	419	ESCUELA HERNAN MARQUEZ HUERTA	COPIAPÓ	3	Municipal	URBANO	828024544	284	341	84.8223896663		1112
2011	429	LICEO CATOLICO ATACAMA	COPIAPÓ	3	Particular Subvencionado	URBANO	1274504742	570	555	30.7561597281	36.7491166077	1896
2011	430	LICEO POLITECNICO BELEN	COPIAPÓ	3	Particular Subvencionado	URBANO	1025878902	488	458	67.7339901477	70.68965517239999	1279
2011	431	LICEO SAGRADO CORAZON	COPIAPÓ	3	Particular Subvencionado	URBANO	642191216	458	463	51.6295025728	56.0150375939	925
2011	433	COLEGIO ADVENTISTA DE COPIAPO	COPIAPÓ	3	Particular Subvencionado	URBANO	637374590	479	470	50.7163323782	56.25	1015
2011	437	ESCUELA TECNICO PROFESIONAL	COPIAPÓ	3	Particular Subvencionado	URBANO	1009519109	531	550		53.5095715587	1133
2011	438	LICEO MANUEL BLANCO ENCALADA	CALDERA	3	Municipal	URBANO	297139954	405	419		91.0843373493	356
2011	440	COLEGIO PARROQUIAL PADRE NEGRO	CALDERA	3	Particular Subvencionado	URBANO	1033650825	464	476	81.5307820299	80.2857142857	1084
2011	441	ESCUELA DE CONCENTRACION	TIERRA AMARILLA	3	Municipal	RURAL	269347629	513	432	86.1538461538	89.3617021276	273
2011	448	LICEO PEDRO TRONCOSO MACHUCA	VALLENAR	3	Municipal	URBANO	740360722	429	437		73.231773667	908
2011	449	LICEO JOSE SANTOS OSSA	VALLENAR	3	Municipal	URBANO	929645716	403	430		76.9156159068	1032
2011	478	LICEO SANTA MARTA	VALLENAR	3	Particular Subvencionado	URBANO	1049078153	553	570	46.6666666666	43.7308868501	1214
2011	479	LICEO SAN FRANCISCO	VALLENAR	3	Particular Subvencionado	URBANO	704051787	525	540	44.9871465295	52	875
2011	486	LICEO JAPON	HUASCO	3	Municipal	URBANO	431816909	415	451		74.8917748917	439
2011	516	LICEO GABRIELA MISTRAL DE LA SERENA	LA SERENA	4	Municipal	URBANO	420921247	451	468	86.2068965517	71.90201729100001	509
2011	517	LICEO GREGORIO CORDOVEZ	LA SERENA	4	Municipal	URBANO	424110136	457	482		75.0773993808	512
2011	518	LICEO TECNICO MARTA BRUNET	LA SERENA	4	Municipal	URBANO	397669809	447	406		71.89097103909999	576
2011	526	COLEGIO JOSE MANUEL BALMACEDA	LA SERENA	4	Municipal	URBANO	412704134	539	552	62.9139072847	56.0606060606	514
2011	530	COLEGIO GABRIEL GONZALEZ VIDELA	LA SERENA	4	Municipal	URBANO	645102729	405	429	65.7079646017	73.754789272	1034
2011	535	COLEGIO JOSE MIGUEL CARRERA	LA SERENA	4	Municipal	URBANO	336644790	434	462	65.75342465750001	72.7272727272	456
2011	565	COLEGIO PARTICULAR ADVENTISTA MARANATA	LA SERENA	4	Particular Subvencionado	RURAL	725275531	490	509	54.3259557344	56.6153846153	895
2011	568	COLEGIO SAN ANTONIO	LA SERENA	4	Particular Subvencionado	URBANO	367854919	592	567	39.6341463414	43.6708860759	525
2011	570	COLEGIO ELENA BETTINI	LA SERENA	4	Particular Subvencionado	URBANO	352604804	509	527	44.578313253	37.037037037	533
2011	573	ESCUELA PARTICULAR TERESA VIDELA DE G	LA SERENA	4	Particular Subvencionado	URBANO	361408408	546	535	37.4149659863	40.6113537117	578
2011	574	ESCUELA  INDUSTRIAL SALESIANA SAN RAMON	LA SERENA	4	Particular Subvencionado	URBANO	693740673	462	474		53.4936998854	859
2011	575	COLEGIO PROVIDENCIA	LA SERENA	4	Particular Subvencionado	URBANO	709749921	455	429		59.3570608495	849
2011	578	LICEO IGNACIO CARRERA PINTO	LA SERENA	4	Municipal	URBANO	253577885	385	396		82.9831932773	395
2011	579	COLEGIO SEMINARIO CONCILIAR	LA SERENA	4	Particular Subvencionado	URBANO	841334020	591	603	47.2312703583	46.442687747	1125
2011	580	COLEGIO GERONIMO RENDIC	LA SERENA	4	Particular Subvencionado	URBANO	904184963	605	635	42.0915032679	40.7801418439	1402
2011	581	ESCUELA EXPERIMENTAL DE MUSICA JORGE PEÑA HEN	LA SERENA	4	Particular Subvencionado	URBANO	433094732	571	554	47.3903966597	41	688
2011	582	COLEGIO ANDRES BELLO	LA SERENA	4	Particular Subvencionado	URBANO	673433424	562	588	41.9014084507	39.2018779342	999
2011	583	COLEGIO SAGRADOS CORAZONES	LA SERENA	4	Particular Subvencionado	URBANO	568283115	596	599	29.3885601577	36.1581920903	845
