agno	rbd	nombre_establecimiento	nombre_comuna	numero_region	dependencia	area_geografica	financiamiento	psu_lenguaje	psu_matematica	ive_media
2011	3461	LICEO FRANCISCO ANTONIO ENCINA ARMANET	VILLA ALEGRE	7	Municipal	URBANO	249976489	393	376	85.85209003209999
2011	3478	ESCUELA AGRICOLA SAGRADOS CORAZONES	VILLA ALEGRE	7	Particular Subvencionado	RURAL	253863998	377	326	88.1818181818
2011	3479	LICEO MANUEL MONTT	SAN JAVIER	7	Municipal	URBANO	1211759662	408	431	79.7782126549
2011	3530	COLEGIO PARTICULAR SAN JOSE	SAN JAVIER	7	Particular Subvencionado	URBANO	829607432	503	497	58.354755784
2011	3531	INSTITUTO REGIONAL DEL MAULE	SAN JAVIER	7	Particular Subvencionado	URBANO	664638223	570	586	51.5358361774
2011	3533	LICEO SAGRADOS CORAZONES	SAN JAVIER	7	Particular Subvencionado	URBANO	806835269	469	474	48.4210526315
2011	3538	LICEO ANTONIO VARAS	CAUQUENES	7	Municipal	URBANO	1118353447	468	482	68.2316118935
2011	3539	LICEO CLAUDINA URRUTIA DE LAVIN	CAUQUENES	7	Municipal	URBANO	560630509	466	467	66.9565217391
2011	3540	LICEO POLITECNICO PEDRO AGUIRRE CERDA	CAUQUENES	7	Municipal	URBANO	603171703	364	390	88.57142857140001
2011	3545	ESCUELA BARRIO ESTACION	CAUQUENES	7	Municipal	URBANO	575188490	371	377	
2011	3608	LICEO INMACULADA CONCEPCION	CAUQUENES	7	Particular Subvencionado	URBANO	568918020	558	584	37.3134328358
2011	3609	LICEO PELLUHUE	PELLUHUE	7	Municipal	URBANO	508101730	439	464	84.4537815126
2011	3618	LICEO FEDERICO ALBERT FAUPP	CHANCO	7	Municipal	URBANO	350929757	404	431	80.6282722513
2011	3638	LICEO MARTA BRUNET	CHILLÁN	8	Municipal	URBANO	533397650	448	467	76.0387811634
2011	3639	LICEO NARCISO TONDREAU	CHILLÁN	8	Municipal	URBANO	362558756	478	472	78.0590717299
2011	3643	LICEO MARTIN RUIZ DE GAMBOA	CHILLÁN	8	Municipal	URBANO	282326042	401	451	90.7657657657
2011	3656	LICEO JUAN PACHECO ALTAMIRANO	CHILLÁN VIEJO	8	Municipal	URBANO	524247603	400	388	89.3333333333
2011	3711	COLEGIO DE LA PURISIMA CONCEPCION	CHILLÁN	8	Particular Subvencionado	URBANO	671183574	560	566	44.6875
2011	3713	COLEGIO SEMINARIO PADRE ALBERTO HURTADO	CHILLÁN	8	Particular Subvencionado	URBANO	1333267449	602	631	28.6115007012
2011	3718	INSTITUTO SANTA MARIA	CHILLÁN	8	Particular Subvencionado	URBANO	884124168	615	627	40.8352668213
2011	3719	COLEGIO COYAM	CHILLÁN	8	Particular Subvencionado	URBANO	428243928	498	497	71.42857142850001
2011	3724	COLEGIO PARTICULAR SAN VICENTE	CHILLÁN	8	Particular Subvencionado	URBANO	732527387	565	586	48.1268011527
2011	3728	COLEGIO SAN BUENAVENTURA	CHILLÁN	8	Particular Subvencionado	URBANO	527733721	586	636	48.4662576687
2011	3730	COLEGIO PARTICULAR MARTIN RUCKER	CHILLÁN	8	Particular Subvencionado	URBANO	472138803	511	494	60.4790419161
2011	3733	COLEGIO PARTICULAR GABRIELA MISTRAL	CHILLÁN	8	Particular Subvencionado	URBANO	379028867	419	435	82.02247191009999
2011	3734	COLEGIO COMEWEALTH SCHOOL	CHILLÁN	8	Particular Subvencionado	URBANO	205395893	467	494	64.0449438202
2011	3735	COLEGIO CHILLAN	CHILLÁN	8	Particular Subvencionado	URBANO	397284648	511	519	61.3372093023
2011	3738	LICEO TECNICO PROFESIONAL SAN RAFAEL	CHILLÁN	8	Particular Subvencionado	RURAL	352346181	420	417	91.3242009132
2011	3740	ESCUELA GENERAL DOMINGO URRUTIA	SAN CARLOS	8	Municipal	URBANO	366542223	395	390	
2011	3742	LICEO POLITECNICO CAP. IGNACIO CARRERA P	SAN CARLOS	8	Municipal	URBANO	1396919800	419	451	91.9532324621
2011	3776	ESCUELA QUILELTO	SAN CARLOS	8	Municipal	RURAL	91674286	364	381	
2011	3795	INSTITUTO SANTA MARIA DE SAN CARLOS	SAN CARLOS	8	Particular Subvencionado	URBANO	752490046	565	598	64.2140468227
2011	3796	LICEO Y ESCUELA NUESTRA SRA DE LA MERCED	SAN CARLOS	8	Particular Subvencionado	URBANO	736340774	506	515	76.68918918910001
2011	3797	COLEGIO SAGRADO CORAZON DE JESUS	SAN CARLOS	8	Particular Subvencionado	URBANO	1195403831	528	529	79.2338709677
2011	3799	ESCUELA CHACAY	ÑIQUÉN	8	Municipal	RURAL	226970776	422	383	
2011	3800	LICEO TIUQUILEMU	ÑIQUÉN	8	Municipal	RURAL	162665644	448	384	88.3495145631
2011	3802	LICEO SAN GREGORIO	ÑIQUÉN	8	Municipal	URBANO	611180764	402	417	88.1188118811
2011	3823	LICEO JORGE ALESSANDRI RODRIGUEZ	SAN FABIÁN	8	Municipal	URBANO	623390491	414	431	92.7884615384
2011	3843	ESCUELA PORVENIR DE CATO	COIHUECO	8	Municipal	RURAL	310711410	398	362	
2011	3865	COLEGIO ADVENTISTA DE CHILE	CHILLÁN	8	Particular Subvencionado	RURAL	452750347	505	502	58.8414634146
2011	3871	LICEO POLITEC. JOSE MANUEL PINTO ARIAS	PINTO	8	Municipal	URBANO	314890379	473	466	86.43617021270001
2011	3885	COLEGIO FRANCISCO DE ASIS	PINTO	8	Particular Subvencionado	URBANO	630484766	455	424	80
2011	3886	LICEO MANUEL JESUS ORTIZ	SAN IGNACIO	8	Municipal	URBANO	421096124	383	435	84.1530054644
2011	3887	LICEO PUEBLO SECO	SAN IGNACIO	8	Municipal	RURAL	328354123	439	424	84.24908424900001
2011	3888	COLEGIO POLITECNICO VICTOR JARA	SAN IGNACIO	8	Municipal	RURAL	328430639	356	345	91.875
2011	3909	LICEO JUVENAL HERNANDEZ JAQUE	EL CARMEN	8	Municipal	URBANO	656595334	451	447	94.20062695919999
2011	3940	LICEO DE YUNGAY	YUNGAY	8	Municipal	URBANO	847637771	411	444	80.900243309
2011	3960	COLEGIO DIVINA PASTORA	YUNGAY	8	Particular Subvencionado	URBANO	474565863	546	559	44.8275862068
2011	3961	LICEO POLIVALENTE TOMAS HERRERA VEGA	PEMUCO	8	Municipal	URBANO	432949339	402	422	93.3753943217
2011	3976	LICEO MANUEL BULNES	BULNES	8	Municipal	URBANO	442404186	401	409	85.53791887120001
2011	3977	LICEO SANTA CRUZ DE LARQUI	BULNES	8	Municipal	URBANO	770528356	467	472	79.6610169491
2011	3998	LICEO LUIS CRUZ MARTINEZ	QUILLÓN	8	Municipal	URBANO	279661696	392	416	88.54748603349999
2011	4025	LICEO VIRGINIO ARIAS	RÁNQUIL	8	Municipal	URBANO	492997049	457	474	78.9883268482
2011	4043	COLEGIO NUESTRA SENORA DEL CARMEN	PORTEZUELO	8	Particular Subvencionado	URBANO	402464730	420	436	88.8349514563
2011	4049	LICEO DOMINGO ORTIZ DE ROZAS	COELEMU	8	Municipal	URBANO	960799061	441	492	76.1116856256
2011	4071	ESCUELA BASICA REPUBLICA DEL PARAGUAY	TREGUACO	8	Municipal	URBANO	788773745	407	418	88
2011	4084	LICEO PROFESOR DIEGO MISSENE BURGOS	COBQUECURA	8	Municipal	URBANO	324315467	390	399	94.9019607843
2011	4102	LICEO POLITECNICO CARLOS MONTANE  CASTRO	QUIRIHUE	8	Municipal	URBANO	746580783	471	461	87.14689265529999
2011	4124	LICEO ARTURO PRAT CHACON	NINHUE	8	Municipal	URBANO	356186654	486	519	92.4731182795
2011	4140	LICEO SAN NICOLAS	SAN NICOLÁS	8	Municipal	URBANO	922126178	521	524	87.0426829268
2011	4141	LICEO TÉCNICO PUENTE ÑUBLE	SAN NICOLÁS	8	Municipal	RURAL	368151947	401	411	89.0410958904
2011	4162	LICEO COM.DIEGO PORTALES PALAZUELO	LOS ÁNGELES	8	Municipal	URBANO	1157595517	458	453	66.4019062748
2011	4163	LICEO LOS ANGELES A-59	LOS ÁNGELES	8	Municipal	URBANO	1134027747	534	566	49.5659037095
2011	4164	LICEO COEDUCACIONAL STA. MARIA DE LOS ANGELES	LOS ÁNGELES	8	Municipal	URBANO	700450393	418	432	74.4210526315
2011	4165	LICEO INDUSTRIAL SAMUEL VIVANCO P.	LOS ÁNGELES	8	Municipal	URBANO	1120823797	404	400	73.8817891373
2011	4166	LICEO TECNICO JUANITA FERNANDEZ SOLAR	LOS ÁNGELES	8	Municipal	URBANO	885473974	413	417	73.8878143133
2011	4190	LICEO SANTA FE	LOS ÁNGELES	8	Municipal	RURAL	465039714	372	368	89.8550724637
2011	4195	LICEO LLANO BLANCO	LOS ÁNGELES	8	Municipal	RURAL	464266943	417	413	90
2011	4262	COLEGIO PARTICULAR MARTA BRUNET	LOS ÁNGELES	8	Particular Subvencionado	URBANO	731635012	457	431	69.0582959641
2011	4263	COLEGIO SAN RAFAEL ARCANGEL	LOS ÁNGELES	8	Particular Subvencionado	URBANO	602321010	571	579	39.8773006134
2011	4269	COLEGIO HISPANOAMERICANO	LOS ÁNGELES	8	Particular Subvencionado	URBANO	447392632	463	465	66.7741935483
2011	4270	LICEO PARTICULAR CARLOS CONDELL	LOS ÁNGELES	8	Particular Subvencionado	URBANO	457682760	387	370	86.36363636359999
2011	4271	LICEO PARTICULAR SANTA RITA	LOS ÁNGELES	8	Particular Subvencionado	URBANO	411397275	430	470	71.60804020099999
2011	4277	CENTRO EDUC.ADVENTISTA LOS ANGELES	LOS ÁNGELES	8	Particular Subvencionado	RURAL	1351412539	482	477	64.4955300127
2011	4288	LICEO POLITECNICO GRAL.BONILLA	CABRERO	8	Municipal	URBANO	683620576	397	408	72.2627737226
2011	4289	LICEO MANUEL A. ZANARTU	CABRERO	8	Municipal	URBANO	446719164	401	429	74.0484429065
2011	4307	COLEGIO SAN JOSE	CABRERO	8	Particular Subvencionado	URBANO	1055722476	550	561	49.0909090909
2011	4309	LICEO DE HUEPIL	TUCAPEL	8	Municipal	URBANO	561436543	430	429	79.79452054790001
2011	4324	LICEO  DOCTOR VICTOR RIOS RUIZ	ANTUCO	8	Municipal	URBANO	730487524	416	429	83.3948339483
2011	4331	LICEO FRANCISCO BASCUNAN GUERRERO	QUILLECO	8	Municipal	URBANO	508053189	423	449	84.90566037729999
2011	4333	LICEO ISABEL RIQUELME	QUILLECO	8	Municipal	URBANO	396870490	415	378	87.6543209876
2011	4353	LICEO CARDENAL ANTONIO SAMORE	SANTA BÁRBARA	8	Municipal	URBANO	444216889	410	430	84.4054580896
2011	4382	COLEGIO SANTA BARBARA	SANTA BÁRBARA	8	Particular Subvencionado	URBANO	494523622	414	417	86.1538461538
2011	4404	LICEO MIGUEL ANGEL CERDA LEIVA	MULCHÉN	8	Municipal	URBANO	690703551	458	462	71.2700369913
2011	4408	ESCUELA BASICA CRISOL	MULCHÉN	8	Municipal	URBANO	280340175	342	376	87.95811518319999
2011	4446	LICEO LA FRONTERA	NEGRETE	8	Municipal	URBANO	837579467	374	382	87.05357142850001
2011	4451	LICEO MUNICIPAL DE NACIMIENTO	NACIMIENTO	8	Municipal	URBANO	1130511603	439	456	74.6215494211
2011	4483	LICEO POLITECNICO HEROES DE LA CONCEPCIÓN	LAJA	8	Municipal	URBANO	1312360194	471	505	76.44599303130001
2011	4500	LICEO ISIDORA AGUIRRE TUPPER	SAN ROSENDO	8	Municipal	URBANO	200055042	411	444	88.19875776390001
2011	4505	LICEO PADRE LUIS ALBERTO SALDES IRARRAZABAL	YUMBEL	8	Municipal	URBANO	485335237	456	479	71.92028985499999
2011	4507	LICEO TEC PROFESIONAL GONZALO GUGLIELMI M.	YUMBEL	8	Municipal	URBANO	523659955	388	419	81.25
2011	4509	LICEO MUNICIPAL RIO CLARO	YUMBEL	8	Municipal	RURAL	309844755	397	400	84.3137254901
2011	4531	COLEGIO MARINA DE CHILE	CONCEPCIÓN	8	Municipal	URBANO	931917673	510	521	53.2763532763
2011	4553	LICEO DE NINAS	CONCEPCIÓN	8	Municipal	URBANO	1123226172	508	511	62.7791563275
2011	4554	LICEO ANDALIEN	CONCEPCIÓN	8	Municipal	URBANO	326707697	380	396	80.1556420233
2011	4555	LICEO ENRIQUE MOLINA GARMENDIA	CONCEPCIÓN	8	Municipal	URBANO	941027320	502	525	66.264367816
2011	4557	LICEO EXPERIMENTAL LUCILA GODOY ALCAYAGA	CONCEPCIÓN	8	Municipal	URBANO	503336705	435	420	78.2567947516
2011	4559	LICEO LORENZO ARENAS OLIVO	CONCEPCIÓN	8	Municipal	URBANO	143433802	408	435	80.8510638297
2011	4560	LICEO CHIGUAYANTE	CHIGUAYANTE	8	Municipal	URBANO	479129859	401	414	83.0188679245
2011	4561	LICEO JUAN MARTINEZ DE ROZAS	CONCEPCIÓN	8	Municipal	URBANO	152966179	409	393	87.00265251979999
2011	4562	LICEO SAN PEDRO	SAN PEDRO DE LA PAZ	8	Municipal	URBANO	277823807	435	479	81.5891472868
2011	4564	COLEGIO REPUBLICA DEL BRASIL	CONCEPCIÓN	8	Municipal	URBANO	950192747	552	566	45.238095238
2011	4571	ESCUELA JOSE HIPOLITO SALAS Y TORO	CHIGUAYANTE	8	Municipal	URBANO	502012157	387	381	81.8181818181
2011	4572	COLEGIO GRAN BRETAÑA	CONCEPCIÓN	8	Municipal	URBANO	569020142	460	460	65.7142857142
2011	4588	COLEGIO JUAN GREGORIO LAS HERAS	CONCEPCIÓN	8	Municipal	URBANO	830797706	487	504	58.75
2011	4617	COLEGIO GALVARINO DE LOMAS COLORADAS	SAN PEDRO DE LA PAZ	8	Municipal	URBANO	351329514	408	422	78.6163522012
2011	4626	ESCUELA JOSE MIGUEL CARRERA	SAN PEDRO DE LA PAZ	8	Particular Subvencionado	URBANO	656236495	390	398	
2011	4627	COLEGIO PARTICULAR AURORA DE CHILE	CHIGUAYANTE	8	Particular Subvencionado	URBANO	492726346	434	432	
2011	4630	COLEGIO DEL SAGRADO CORAZON	CONCEPCIÓN	8	Particular Subvencionado	URBANO	774402715	591	578	40.9429280397
2011	4631	COLEGIO PARTICULAR ANDRES BELLO	CHIGUAYANTE	8	Particular Subvencionado	URBANO	1305658138	514	524	61.4561027837
2011	4632	LICEO SALESIANO DOMINGO SAVIO	CONCEPCIÓN	8	Particular Subvencionado	URBANO	744142666	612	627	35.9375
2011	4636	ESCUELA MARCELA PAZ	CONCEPCIÓN	8	Particular Subvencionado	URBANO	363262047	539	562	44.578313253
2011	4646	ESCUELA PARTICULAR SANTA SABINA	CONCEPCIÓN	8	Particular Subvencionado	URBANO	818394852	545	571	44.6875
2011	4655	COLEGIO ADVENTISTA DE CONCEPCION	CONCEPCIÓN	8	Particular Subvencionado	URBANO	289902306	561	554	57.8313253012
2011	4656	ESCUELA PARTICULAR INSTITUTO  SAN PEDRO	SAN PEDRO DE LA PAZ	8	Particular Subvencionado	URBANO	429314839	518	500	47.8260869565
2011	4659	ESCUELA LA PROVIDENCIA	CONCEPCIÓN	8	Particular Subvencionado	URBANO	807015198	564	573	45.8646616541
2011	4662	COLEGIO SAN IGNACIO	SAN PEDRO DE LA PAZ	8	Particular Subvencionado	URBANO	1256172772	593	607	33.7552742616
2011	4663	COLEGIO MARIA INMACULADA	CONCEPCIÓN	8	Particular Subvencionado	URBANO	1146119524	572	582	40.1408450704
2011	4664	"COLEGIO SANTA EUFRASIA "	CONCEPCIÓN	8	Particular Subvencionado	URBANO	764516343	549	563	48.0916030534
2011	4666	COLEGIO SANTA LUISA DE CONCEPCION	CONCEPCIÓN	8	Particular Subvencionado	URBANO	559836446	606	617	39.0410958904
2011	4669	LICEO SAN AGUSTIN DE CONCEPCION	CONCEPCIÓN	8	Particular Subvencionado	URBANO	861861758	609	614	36.2857142857
2011	4670	ESCUELA PARTICULAR EL NAZARENO	CONCEPCIÓN	8	Particular Subvencionado	URBANO	177994275	347	343	
2011	4672	LICEO TECN. PROFESIONAL JORGE SANCHEZ U.	CONCEPCIÓN	8	Particular Subvencionado	URBANO	916300447	493	532	55.6291390728
2011	4702	LICEO ALMTE.PEDRO ESPINA RITCHIE	TALCAHUANO	8	Municipal	URBANO	1017360392	479	474	61.081081081
2011	4703	LICEO INDUSTRIAL JUAN ANTONIO RIOS M.	TALCAHUANO	8	Municipal	URBANO	524671906	418	421	77.2727272727
2011	4706	LICEO PEDRO DEL RIO ZANARTU	HUALPÉN	8	Municipal	URBANO	456154606	426	437	83.0924855491
2011	4707	LICEO COMERCIAL PROFESOR SERGIO MORAGA ARCIL	TALCAHUANO	8	Municipal	URBANO	1200193123	426	413	73.910482921
2011	4708	LICEO LAS SALINAS	TALCAHUANO	8	Municipal	URBANO	195843995	404	414	74.6556473829
2011	4709	LICEO TECNICO	TALCAHUANO	8	Municipal	URBANO	621664678	380	384	80.7560137457
2011	4715	ESCUELA SIMON BOLIVAR	HUALPÉN	8	Municipal	URBANO	487347465	419	404	78.65612648219999
2011	4717	LICEO COMERCIAL LUCILA GODOY ALCAYAGA	HUALPÉN	8	Municipal	URBANO	452408756	353	353	89.7959183673
2011	4778	COLEGIO PARTICULAR TALCAHUANO	TALCAHUANO	8	Particular Subvencionado	URBANO	349389309	494	517	46.3541666666
2011	4782	CENTRO EDUC.EVANGELICO DE HUALPENCILLO	HUALPÉN	8	Particular Subvencionado	URBANO	1006353121	455	446	64.4927536231
2011	4785	COLEGIO SANTA BERNARDITA	TALCAHUANO	8	Particular Subvencionado	URBANO	523138277	540	569	35.6725146198
2011	4790	COLEGIO MONTANER DE HUALPEN	HUALPÉN	8	Particular Subvencionado	URBANO	561364608	544	537	58.3333333333
2011	4805	LICEO PENCOPOLITANO	PENCO	8	Municipal	URBANO	504695852	390	414	80.4109589041
2011	4825	LICEO COMERCIAL DE TOME	TOMÉ	8	Municipal	URBANO	759542472	421	416	73.73974208670001
2011	4829	LICEO VICENTE ALBERTO PALACIOS VALDES	TOMÉ	8	Municipal	URBANO	846028471	497	505	58.9333333333
2011	4840	ESCUELA BASICA Y ADULTOS CALIFORNIA	TOMÉ	8	Municipal	URBANO	104510989	372	346	
2011	4870	LICEO LUIS DE ALAVA	FLORIDA	8	Municipal	URBANO	262656659	430	431	85.96491228070001
2011	4871	LICEO COPIULEMU	FLORIDA	8	Municipal	RURAL	242811660	306	346	91.304347826
2011	4897	LICEO SAN JUAN BAUTISTA DE HUALQUI	HUALQUI	8	Municipal	URBANO	488776182	406	415	85.41666666659999
2011	4925	LICEO NUEVA ZELANDIA	SANTA JUANA	8	Municipal	URBANO	665529453	430	454	85.02269288949999
2011	4948	LICEO POLITECNICO ROSAURO SANTANA RIOS	LOTA	8	Municipal	URBANO	479990102	366	393	85.0077279752
2011	4949	LICEO COMERCIAL PRESIDENTE FREI MONTALVA	LOTA	8	Municipal	URBANO	610298369	410	420	83.89423076920001
2011	4951	LICEO CARLOS COUSIÑO GOYENECHEA	LOTA	8	Municipal	URBANO	721631672	455	470	67.4013921113
2011	4969	LICEO SANTA DORIS	LOTA	8	Particular Subvencionado	URBANO	125676019	334	389	91.66666666659999
2011	4977	LICEO COMERCIAL ANDRES BELLO LOPEZ	CORONEL	8	Municipal	URBANO	823836061	410	417	81.5257352941
2011	4982	LICEO CORONEL ANTONIO SALAMANCA	CORONEL	8	Municipal	URBANO	1028087864	481	474	71.2003872216
2011	4983	LICEO YOBILO DE CORONEL	CORONEL	8	Municipal	URBANO	523838208	396	398	86.7438867438
2011	5015	ESCUELA PARTICULAR SAN MARCOS	CORONEL	8	Particular Subvencionado	URBANO	351369907	372	368	
2011	5021	LICEO POLITECNICO DR RIGOBERTO IGLESIAS	LEBU	8	Municipal	URBANO	768869311	393	395	85.251396648
2011	5024	LICEO ISIDORA RAMOS DE GAJARDO	LEBU	8	Municipal	URBANO	744719363	460	492	66.26360338569999
2011	5048	LICEO SAN FELIPE DE ARAUCO	ARAUCO	8	Municipal	URBANO	669943110	467	465	80.9851088201
2011	5057	LICEO FILIDOR GAETE	ARAUCO	8	Municipal	RURAL	172712095	412	406	98.7804878048
2011	5082	LICEO SAN FRANCISCO DE ASIS	ARAUCO	8	Particular Subvencionado	URBANO	1281772887	502	505	60.7843137254
2011	5084	LICEO MARIANO LATORRE	CURANILAHUE	8	Municipal	URBANO	1182071490	463	484	60.3244837758
2011	5104	COLEGIO ALONSO DE ERCILLA	CURANILAHUE	8	Particular Subvencionado	URBANO	751210903	490	511	57.939914163
2011	5105	LICEO POLITECNICO CAUPOLICAN	LOS ÁLAMOS	8	Municipal	URBANO	688596018	439	447	84.8267622461
2011	5107	LICEO TÉCNICO PROFESIONAL SAN PABLO	LOS ÁLAMOS	8	Particular Subvencionado	URBANO	369008300	391	389	93.41563786
2011	5122	LICEO CRISTO REDENTOR	LOS ÁLAMOS	8	Particular Subvencionado	URBANO	846688842	420	397	85.6140350877
2011	5126	LICEO POLITEC. JOSE DE LA CRUZ MIRANDA C	CAÑETE	8	Municipal	URBANO	691924278	440	489	84.0557275541
2011	5150	LICEO GABRIELA MISTRAL	CAÑETE	8	Particular Subvencionado	URBANO	1196692821	546	560	62.6
2011	5153	COLEGIO INSTITUTO SAN JOSE	CAÑETE	8	Particular Subvencionado	URBANO	338777983	503	513	62.6373626373
2011	5155	LICEO POLIVALENTE NAHUELBUTA	CONTULMO	8	Municipal	URBANO	269592290	464	495	81.08108108099999
2011	5216	LICEO COMERCIAL ARMANDO BRAVO BRAVO	ANGOL	9	Municipal	URBANO	774969820	451	420	80.5243445692
2011	5217	LICEO MERCEDES MANOSALVA AREVALO	ANGOL	9	Municipal	URBANO	404866568	391	363	91.8032786885
2011	5218	LICEO ENRIQUE BALLACEY COTTEREAU	ANGOL	9	Municipal	URBANO	568785032	502	484	62.5344352617
2011	5219	LICEO TECNICO JUANITA FERNANDEZ SOLAR	ANGOL	9	Municipal	URBANO	964610043	429	407	78.5028790786
2011	5264	COLEGIO SAN FRANCISCO DE ASIS  DE ANGOL	ANGOL	9	Particular Subvencionado	URBANO	1129100486	538	549	39.0322580645
2011	5265	COLEGIO ADVENTISTA DE ANGOL	ANGOL	9	Particular Subvencionado	URBANO	397157222	519	522	36.690647482
2011	5267	ESCUELA AGRICOLA EL VERGEL	ANGOL	9	Particular Subvencionado	RURAL	318810543	364	372	88.57142857140001
2011	5270	LICEO POLITECNICO DOMINGO STA MARIA	RENAICO	9	Municipal	URBANO	442060427	410	343	87.83269961969999
2011	5274	LICEO AGRICOLA FORESTAL MANZANARES	RENAICO	9	Municipal	RURAL	271885802	300	384	94.4099378881
2011	5282	COMPLEJO EDUCACIONAL COLLIPULLI	COLLIPULLI	9	Municipal	URBANO	743951437	449	431	90.0280898876
2011	5289	ESCUELA MININCO	COLLIPULLI	9	Municipal	URBANO	445001021	340	359	
2011	5315	COLEGIO PARTIC. WOLFGANG AMADEUS MOZART	COLLIPULLI	9	Particular Subvencionado	URBANO	1317720967	472	471	71.49122807009999
2011	5323	LICEO BRIGADIER CARLOS SCHALCHLI V.	LONQUIMAY	9	Municipal	URBANO	563880347	410	420	83.75870069600001
2011	5344	LICEO LAS ARAUCARIAS	CURACAUTÍN	9	Municipal	URBANO	1335633378	485	495	79.4797687861
2011	5374	LICEO ALONSO DE ERCILLA Y ZUÑIGA	ERCILLA	9	Municipal	URBANO	397927515	395	395	96.129032258
2011	5393	LICEO POLITECNICO MANUEL MONTT	VICTORIA	9	Municipal	URBANO	761320487	398	387	85.3055916775
2011	5394	LICEO JORGE ALESSANDRI RODRIGUEZ	VICTORIA	9	Municipal	URBANO	491197841	458	430	72.8752260397
2011	5434	COLEGIO INSTITUTO VICTORIA	VICTORIA	9	Particular Subvencionado	URBANO	857388926	529	534	44.1260744985
2011	5435	COLEGIO SANTA CRUZ DE VICTORIA	VICTORIA	9	Particular Subvencionado	URBANO	605841424	539	568	37.7300613496
2011	5439	COMPLEJO EDUCACIONAL LUIS DURAND DURAND	TRAIGUÉN	9	Municipal	URBANO	424680528	426	445	88.40970350400001
2011	5440	LICEO LUCILA GODOY ALCAYAGA	TRAIGUÉN	9	Municipal	URBANO	550060249	472	479	68.8191881918
2011	5465	COLEGIO LOUIS PASTEUR	TRAIGUÉN	9	Particular Subvencionado	URBANO	681602148	536	540	45.3333333333
2011	5467	LICEO AGRICOLA Y FORESTAL SUIZO LA PROVI	TRAIGUÉN	9	Particular Subvencionado	RURAL	605801540	408	452	91.22257053289999
2011	5499	ESCUELA PARTICULAR GABRIELA MISTRAL	TRAIGUÉN	9	Particular Subvencionado	URBANO	151891735	378	408	
2011	5507	LICEO MARIA AURORA GUINEZ RAMIREZ	PURÉN	9	Municipal	URBANO	341969305	422	434	92.2048997772
2011	5565	LICEO COMERCIAL TIBURCIO SAAVEDRA	TEMUCO	9	Municipal	URBANO	671735254	424	426	87.71399798589999
2011	5567	LICEO INDUSTRIAL PEDRO AGUIRRE CERDA	TEMUCO	9	Municipal	URBANO	364129549	373	387	92.30769230760001
2011	5568	LICEO TECNICO DE TEMUCO	TEMUCO	9	Municipal	URBANO	438396332	376	376	89.5833333333
2011	5569	LICEO GABRIELA MISTRAL DE TEMUCO	TEMUCO	9	Municipal	URBANO	468163031	448	474	81.06060606059999
2011	5570	LICEO PABLO NERUDA	TEMUCO	9	Municipal	URBANO	1573278969	528	519	68.2090831191
2011	5571	LICEO ANIBAL PINTO	TEMUCO	9	Municipal	URBANO	96822730	388	384	88.57142857140001
2011	5574	COMPLEJO EDUCACIONAL PADRE LAS CASAS	PADRE LAS CASAS	9	Particular Subvencionado	URBANO	547808467	394	425	83.98876404489999
2011	5585	ESCUELA VILLA ALEGRE	TEMUCO	9	Municipal	URBANO	200277930	488	402	
2011	5613	COMPLEJO EDUCACIONAL LA GRANJA	VILCÚN	9	Municipal	URBANO	927068887	371	413	85.68129330249999
2011	5652	COLEGIO PROVIDENCIA DE TEMUCO	TEMUCO	9	Particular Subvencionado	URBANO	637436566	514	534	55.0595238095
2011	5653	LICEO CARLOS CONDELL DE LA HAZA	TEMUCO	9	Particular Subvencionado	URBANO	276594113	425	384	85.7142857142
2011	5654	INSTITUTO CLARET	TEMUCO	9	Particular Subvencionado	URBANO	2773716515	513	543	50.3478260869
2011	5655	LICEO PARTICULAR COMERCIAL TEMUCO	TEMUCO	9	Particular Subvencionado	URBANO	568837010	496	508	60.3795966785
2011	5656	LICEO POLITECNICO PUEBLO NUEVO	TEMUCO	9	Particular Subvencionado	URBANO	1020036696	446	445	71.0047846889
2011	5658	COMPLEJO EDUCACIONAL JAVIERA CARRERA	TEMUCO	9	Particular Subvencionado	URBANO	228896139	458	464	71.676300578
2011	5659	ESCUELA Y LICEO MONTESSORI	TEMUCO	9	Particular Subvencionado	URBANO	578148974	580	601	36.6153846153
2011	5661	LICEO ADVENTISTA DE TEMUCO	TEMUCO	9	Particular Subvencionado	URBANO	745432777	524	537	50.1683501683
2011	5662	LICEO ESPANA DE TEMUCO	TEMUCO	9	Particular Subvencionado	URBANO	171211577	489	466	64.36363636359999
2011	5663	COMPLEJO EDUCACIONAL PADRE OSCAR MOSER	PADRE LAS CASAS	9	Particular Subvencionado	URBANO	1222711847	430	456	78.70296236980001
2011	5666	LICEO CAMILO HENRIQUEZ DE TEMUCO	TEMUCO	9	Particular Subvencionado	URBANO	1704420465	599	594	45.7333333333
2011	5670	COLEGIO SAN FRANCISCO	TEMUCO	9	Particular Subvencionado	URBANO	535971060	566	548	44.7674418604
2011	5700	ESCUELA PARTICULAR LOS REYES	TEMUCO	9	Particular Subvencionado	URBANO	182132811	351	355	
2011	5703	LICEO TECNICO PROF. CENTENARIO	TEMUCO	9	Particular Subvencionado	URBANO	810519336	454	423	84.7560975609
