agno	rbd	nombre_establecimiento	nombre_comuna	numero_region	dependencia	area_geografica	financiamiento	psu_lenguaje	psu_matematica	ive_media
2011	1	LICEO POLITECNICO ARICA	ARICA	15	Municipal	URBANO	1344571037	395	402	88.597733711
2011	4	LICEO OCTAVIO PALMA PEREZ	ARICA	15	Municipal	URBANO	1264240069	513	530	66.4748201438
2011	5	JOVINA NARANJO FERNANDEZ	ARICA	15	Municipal	URBANO	649771963	440	428	78.59237536649999
2011	7	L. POLI. ANTONIO VARAS DE LA BARRA	ARICA	15	Municipal	URBANO	1120381018	389	407	89.3409275834
2011	8	COLEGIO INTEGRADO EDUARDO FREI MONTALVA	ARICA	15	Municipal	URBANO	703472052	469	477	78.72807017540001
2011	10	ESCUELA REPUBLICA DE FRANCIA	ARICA	15	Municipal	URBANO	456514939	436	405	67.96116504850001
2011	15	LICEO ARTISTICO DR. JUAN NOE CREVANI	ARICA	15	Municipal	URBANO	381421270	453	442	83.1460674157
2011	28	ESCUELA RICARDO SILVA ARRIAGADA	ARICA	15	Municipal	URBANO	536784269	414	377	
2011	32	LICEO AGRICOLA JOSE ABELARDO NUNEZ M.	ARICA	15	Municipal	RURAL	507501011	415	459	93.85964912279999
2011	45	COLEGIO ITALIANO SANTA ANA	ARICA	15	Particular Subvencionado	URBANO	760212877	496	520	56.0784313725
2011	50	COLEGIO ADVENTISTA DE ARICA	ARICA	15	Particular Subvencionado	RURAL	587589992	443	490	65.6050955414
2011	52	LICEO DOMINGO SANTA MARIA	ARICA	15	Particular Subvencionado	URBANO	3675118875	458	482	71.41979102640001
2011	56	COLEGIO SAN MARCOS DE ARICA	ARICA	15	Particular Subvencionado	URBANO	749085502	512	542	35.7954545454
2011	60	COLEGIO ALEMAN DE ARICA	ARICA	15	Particular Subvencionado	URBANO	792524950	490	501	48.730964467
2011	67	ABRAHAM LINCOLN SCHOOL	ARICA	15	Particular Subvencionado	URBANO	369445855	536	538	52.7472527472
2011	78	LICEO GRANADEROS	PUTRE	15	Municipal	URBANO	306318816	371	483	87.037037037
2011	97	INST. COM. DE IQUIQUE BALDOMERO WOLNITZKY	IQUIQUE	1	Municipal	URBANO	558370129	427	413	76.89133425030001
2011	103	ESC.EDUC.GRAL.BAS.Y DES.ART.VIOLETA PARRA	IQUIQUE	1	Municipal	URBANO	491465184	452	440	70.8333333333
2011	107	"LICEO LIBERT. GRAL.BERNARDO O'HIGGINS"	IQUIQUE	1	Municipal	URBANO	673424292	483	493	66.587957497
2011	108	LICEO POLITEC. JOSE GUTIERREZ DE LA FUEN	IQUIQUE	1	Municipal	URBANO	743953332	387	383	77.99415774089999
2011	109	LICEO ELENA DUVAUCHELLE CABEZON	IQUIQUE	1	Municipal	URBANO	170509355	415	432	82.44047619040001
2011	124	LICEO LUIS CRUZ MARTINEZ	IQUIQUE	1	Municipal	URBANO	894942159	405	414	73.17073170730001
2011	127	LICEO MARIA AUXILIADORA	IQUIQUE	1	Particular Subvencionado	URBANO	598977472	545	557	27.5618374558
2011	129	LICEO SUPERIOR GABRIELA MISTRAL	IQUIQUE	1	Particular Subvencionado	URBANO	91751911	388	393	73.97260273969999
2011	130	COLEGIO NORTH COLLEGE	IQUIQUE	1	Particular Subvencionado	URBANO	255958503	525	533	40.3508771929
2011	131	LICEO PARTICULAR MIXTO ESCASCE	IQUIQUE	1	Particular Subvencionado	URBANO	231706866	433	444	49.1228070175
2011	132	LICEO ACADEMIA IQUIQUE	IQUIQUE	1	Particular Subvencionado	URBANO	1389267126	592	603	30.0498753117
2011	133	COLEGIO ADVENTISTA DE IQUIQUE	IQUIQUE	1	Particular Subvencionado	URBANO	497547073	458	467	58.9743589743
2011	134	LICEO ATENEA	IQUIQUE	1	Particular Subvencionado	URBANO	289735189	436	448	62.831858407
2011	144	COLEGIO IQUIQUE YOUNG SCHOOL	IQUIQUE	1	Particular Subvencionado	URBANO	270839997	443	463	52.2522522522
2011	161	LICEO DE HUARA	HUARA	1	Municipal	RURAL	280629056	335	404	76.0563380281
2011	178	LICEO TECNICO PROFESIONAL COLCHANE	COLCHANE	1	Municipal	URBANO	202286214	386	399	100
2011	191	LIC. ALCDE.SERGIO GONZALEZ GUTIERREZ	POZO ALMONTE	1	Municipal	URBANO	662940891	430	434	87.1710526315
2011	199	LICEO DOMINGO LATRILLE LASTAUNOU	TOCOPILLA	2	Municipal	URBANO	442114579	352	382	75.4318618042
2011	200	LICEO POLITECNICO DIEGO PORTALES P.	TOCOPILLA	2	Municipal	URBANO	626281534	396	441	67.4347158218
2011	208	COLEGIO SAGRADA FAMILIA	TOCOPILLA	2	Particular Subvencionado	URBANO	945768316	496	546	35.831381733
2011	211	LICEO  H.C. T.P.  MARIA ELENA	MARÍA ELENA	2	Municipal	URBANO	307373642	415	416	46.9879518072
2011	217	LICEO LUIS CRUZ MARTINEZ	CALAMA	2	Municipal	URBANO	975939327	545	567	37.6582278481
2011	218	LICEO FRANCISCO DE AGUIRRE	CALAMA	2	Municipal	URBANO	639528003	398	405	71.29471890969999
2011	219	LICEO POLITECNICO CESAREO AGUIRRE G.	CALAMA	2	Municipal	URBANO	1007148990	411	421	62.4447717231
2011	220	LICEO AMERICA	CALAMA	2	Municipal	URBANO	944868034	454	446	47.8
2011	253	COLEGIO ADVENTISTA DE CALAMA	CALAMA	2	Particular Subvencionado	URBANO	679389431	453	455	43.1818181818
2011	254	FUNDACION EDUC.COLEGIO NUESTRA SRA.DE AYQUINA	CALAMA	2	Particular Subvencionado	URBANO	866746610	538	524	29.431438127
2011	255	COLEGIO  EJERCITO DE SALVACION	CALAMA	2	Particular Subvencionado	URBANO	827892681	476	445	55.3990610328
2011	256	INSTITUTO OBISPO SILVA LEZAETA	CALAMA	2	Particular Subvencionado	URBANO	1189659118	514	542	32.5773195876
2011	257	COLEGIO CHUQUICAMATA	CALAMA	2	Particular Subvencionado	URBANO	1037338447	577	599	11.2840466926
2011	279	LICEO INDUSTRIAL EULOGIO GORDO MONEO	ANTOFAGASTA	2	Municipal	URBANO	1327102130	410	418	56.7046016823
2011	280	LICEO COMERCIAL JERARDO MUNOZ CAMPO	ANTOFAGASTA	2	Municipal	URBANO	1222966563	444	443	54.4994375703
2011	283	LICEO TECNICO DE ANTOFAGASTA	ANTOFAGASTA	2	Municipal	URBANO	1005930375	432	406	63.5908440629
2011	284	LICEO MARIO BAHAMONDE SILVA	ANTOFAGASTA	2	Municipal	URBANO	1077729437	398	399	66.6251556662
2011	285	LICEO MARTA NAREA DIAZ	ANTOFAGASTA	2	Municipal	URBANO	926081257	457	425	55.3235908141
2011	286	LICEO LA PORTADA	ANTOFAGASTA	2	Municipal	URBANO	577792818	404	378	75.3378378378
2011	287	LICEO DOMINGO HERRERA RIVERA	ANTOFAGASTA	2	Municipal	URBANO	748713397	478	494	42.5389755011
2011	304	LICEO ANDRES SABELLA	ANTOFAGASTA	2	Municipal	URBANO	945167466	485	500	35.0427350427
2011	335	COLEGIO EVANGELICO JOSE LANCASTER	ANTOFAGASTA	2	Particular Subvencionado	URBANO	408010561	396	383	76.5306122448
2011	336	LICEO EXPERIMENTAL ARTISTICO-APLICACION	ANTOFAGASTA	2	Particular Subvencionado	URBANO	974618490	513	523	32.5910931174
2011	337	ESCUELA PARTICULAR SANTA TERESITA	ANTOFAGASTA	2	Particular Subvencionado	URBANO	615949831	588	593	32.8859060402
2011	341	ESCUELA PARTICULAR ADVENTISTA	ANTOFAGASTA	2	Particular Subvencionado	URBANO	538507661	488	491	43.2024169184
2011	342	COLEGIO INGLES SAN JOSE	ANTOFAGASTA	2	Particular Subvencionado	URBANO	1058108513	569	595	24.6800731261
2011	344	COLEGIO SANTA EMILIA	ANTOFAGASTA	2	Particular Subvencionado	URBANO	779100979	506	511	27.4834437086
2011	365	COLEGIO EAGLE SCHOOL	ANTOFAGASTA	2	Particular Subvencionado	URBANO	579517773	550	534	33.5877862595
2011	367	COMPLEJO EDUCATIVO JUAN JOSE LATORRE BENAVENT	MEJILLONES	2	Municipal	URBANO	577252782	414	425	65.0549450549
2011	372	LICEO POLITECNICO JOSE MIGUEL QUIROZ	TALTAL	2	Municipal	URBANO	341219339	367	338	72.699386503
2011	373	LICEO JUAN CORTES-MONROY CORTES	TALTAL	2	Municipal	URBANO	320364152	436	459	49.4764397905
2011	379	LICEO FEDERICO VARELA	CHAÑARAL	3	Municipal	URBANO	564120060	461	490	68.8125894134
2011	384	LICEO MANUEL MAGALHAES MEDLING	DIEGO DE ALMAGRO	3	Municipal	URBANO	719836051	518	523	67.4757281553
2011	392	LICEO DIEGO DE ALMEIDA	DIEGO DE ALMAGRO	3	Particular Subvencionado	URBANO	527414320	508	529	45.7805907172
2011	396	INSTITUTO COMERCIAL ALEJANDRO RIVERA DIAZ	COPIAPÓ	3	Municipal	URBANO	717439587	479	472	77.2266065388
2011	399	LICEO JOSE ANTONIO CARVAJAL	COPIAPÓ	3	Municipal	URBANO	1050786849	404	428	82.3571945046
2011	400	LICEO MERCEDES FRITIS MACKENNEY	COPIAPÓ	3	Municipal	URBANO	445202257	431	438	79.1342952275
2011	415	LICEO DE MUSICA	COPIAPÓ	3	Municipal	URBANO	879174510	507	511	54.9333333333
2011	419	ESCUELA HERNAN MARQUEZ HUERTA	COPIAPÓ	3	Municipal	URBANO	828024544	284	341	
2011	429	LICEO CATOLICO ATACAMA	COPIAPÓ	3	Particular Subvencionado	URBANO	1274504742	570	555	36.7491166077
2011	430	LICEO POLITECNICO BELEN	COPIAPÓ	3	Particular Subvencionado	URBANO	1025878902	488	458	70.68965517239999
2011	431	LICEO SAGRADO CORAZON	COPIAPÓ	3	Particular Subvencionado	URBANO	642191216	458	463	56.0150375939
2011	433	COLEGIO ADVENTISTA DE COPIAPO	COPIAPÓ	3	Particular Subvencionado	URBANO	637374590	479	470	56.25
2011	437	ESCUELA TECNICO PROFESIONAL	COPIAPÓ	3	Particular Subvencionado	URBANO	1009519109	531	550	53.5095715587
2011	438	LICEO MANUEL BLANCO ENCALADA	CALDERA	3	Municipal	URBANO	297139954	405	419	91.0843373493
2011	440	COLEGIO PARROQUIAL PADRE NEGRO	CALDERA	3	Particular Subvencionado	URBANO	1033650825	464	476	80.2857142857
2011	441	ESCUELA DE CONCENTRACION	TIERRA AMARILLA	3	Municipal	RURAL	269347629	513	432	89.3617021276
2011	448	LICEO PEDRO TRONCOSO MACHUCA	VALLENAR	3	Municipal	URBANO	740360722	429	437	73.231773667
2011	449	LICEO JOSE SANTOS OSSA	VALLENAR	3	Municipal	URBANO	929645716	403	430	76.9156159068
2011	478	LICEO SANTA MARTA	VALLENAR	3	Particular Subvencionado	URBANO	1049078153	553	570	43.7308868501
2011	479	LICEO SAN FRANCISCO	VALLENAR	3	Particular Subvencionado	URBANO	704051787	525	540	52
2011	486	LICEO JAPON	HUASCO	3	Municipal	URBANO	431816909	415	451	74.8917748917
2011	516	LICEO GABRIELA MISTRAL DE LA SERENA	LA SERENA	4	Municipal	URBANO	420921247	451	468	71.90201729100001
2011	517	LICEO GREGORIO CORDOVEZ	LA SERENA	4	Municipal	URBANO	424110136	457	482	75.0773993808
2011	518	LICEO TECNICO MARTA BRUNET	LA SERENA	4	Municipal	URBANO	397669809	447	406	71.89097103909999
2011	526	COLEGIO JOSE MANUEL BALMACEDA	LA SERENA	4	Municipal	URBANO	412704134	539	552	56.0606060606
2011	530	COLEGIO GABRIEL GONZALEZ VIDELA	LA SERENA	4	Municipal	URBANO	645102729	405	429	73.754789272
2011	535	COLEGIO JOSE MIGUEL CARRERA	LA SERENA	4	Municipal	URBANO	336644790	434	462	72.7272727272
2011	565	COLEGIO PARTICULAR ADVENTISTA MARANATA	LA SERENA	4	Particular Subvencionado	RURAL	725275531	490	509	56.6153846153
2011	568	COLEGIO SAN ANTONIO	LA SERENA	4	Particular Subvencionado	URBANO	367854919	592	567	43.6708860759
2011	570	COLEGIO ELENA BETTINI	LA SERENA	4	Particular Subvencionado	URBANO	352604804	509	527	37.037037037
2011	573	ESCUELA PARTICULAR TERESA VIDELA DE G	LA SERENA	4	Particular Subvencionado	URBANO	361408408	546	535	40.6113537117
2011	574	ESCUELA  INDUSTRIAL SALESIANA SAN RAMON	LA SERENA	4	Particular Subvencionado	URBANO	693740673	462	474	53.4936998854
2011	575	COLEGIO PROVIDENCIA	LA SERENA	4	Particular Subvencionado	URBANO	709749921	455	429	59.3570608495
2011	578	LICEO IGNACIO CARRERA PINTO	LA SERENA	4	Municipal	URBANO	253577885	385	396	82.9831932773
2011	579	COLEGIO SEMINARIO CONCILIAR	LA SERENA	4	Particular Subvencionado	URBANO	841334020	591	603	46.442687747
2011	580	COLEGIO GERONIMO RENDIC	LA SERENA	4	Particular Subvencionado	URBANO	904184963	605	635	40.7801418439
2011	581	ESCUELA EXPERIMENTAL DE MUSICA JORGE PEÑA HEN	LA SERENA	4	Particular Subvencionado	URBANO	433094732	571	554	41
2011	582	COLEGIO ANDRES BELLO	LA SERENA	4	Particular Subvencionado	URBANO	673433424	562	588	39.2018779342
2011	583	COLEGIO SAGRADOS CORAZONES	LA SERENA	4	Particular Subvencionado	URBANO	568283115	596	599	36.1581920903
2011	590	COLEGIO PARTICULAR SAN JOSE	LA SERENA	4	Particular Subvencionado	URBANO	623929833	490	546	53.2178217821
2011	597	ESCUELA BASICA PEDRO PABLO MUNOZ	LA HIGUERA	4	Municipal	RURAL	236031922	251	363	
2011	602	ESCUELA BASICA CARLOS CONDELL	LA HIGUERA	4	Municipal	RURAL	165499243	501	383	
2011	609	INSTITUTO SUPERIOR DE COMERCIO DE COQUIMBO	COQUIMBO	4	Municipal	URBANO	895915779	466	465	70.4186046511
2011	610	LICEO INDUSTRIAL JOSE TOMAS DE URMENETA	COQUIMBO	4	Municipal	URBANO	792072833	396	405	72.6375176304
2011	611	LICEO DIEGO PORTALES	COQUIMBO	4	Municipal	URBANO	468681710	411	403	83.84615384609999
2011	613	COLEGIO DE ARTES CLAUDIO ARRAU	COQUIMBO	4	Municipal	URBANO	562400153	447	446	69.8757763975
2011	646	"COLEGIO BERNARDO O'HIGGINS"	COQUIMBO	4	Particular Subvencionado	URBANO	1009500296	438	439	63.8211382113
2011	647	COLEGIO MANUEL MONTT	COQUIMBO	4	Particular Subvencionado	URBANO	287080942	470	499	66.66666666659999
2011	648	COLEGIO SANTA MARTA	COQUIMBO	4	Particular Subvencionado	URBANO	843867280	544	538	41.6666666666
2011	649	COLEGIO PARTICULAR GABRIELA MISTRAL	COQUIMBO	4	Particular Subvencionado	URBANO	927564129	497	500	50.8928571428
2011	656	LICEO PEDRO REGALADO S. VIDELA O.	ANDACOLLO	4	Municipal	URBANO	366614251	428	433	79.6728971962
2011	665	LICEO CARLOS ROBERTO MONDACA CORTES	VICUÑA	4	Municipal	URBANO	415160819	410	403	81.8181818181
2011	690	COLEGIO ANTONIO VARAS	VICUÑA	4	Particular Subvencionado	URBANO	590426891	451	475	73.35640138399999
2011	701	LICEO ESTELA AVILA DE PERRY	OVALLE	4	Municipal	URBANO	611206591	353	388	87.3885350318
2011	704	LICEO ALEJANDRO ALVAREZ JOFRE	OVALLE	4	Municipal	URBANO	710263071	488	502	74.32432432429999
2011	705	LICEO POLITECNICO DE OVALLE	OVALLE	4	Municipal	URBANO	1004974397	408	458	75.84459459449999
2011	763	COLEGIO SAN JUAN BAUTISTA	OVALLE	4	Particular Subvencionado	URBANO	708135858	532	536	58.2857142857
2011	766	COLEGIO SANTA MARIA EUFRASIA	OVALLE	4	Particular Subvencionado	URBANO	1358404482	483	514	61.0271903323
2011	768	COLEGIO LA PROVIDENCIA	OVALLE	4	Particular Subvencionado	URBANO	928697009	435	412	79.900990099
2011	769	COLEGIO SAN VIATOR	OVALLE	4	Particular Subvencionado	URBANO	858791579	602	613	50.5988023952
2011	774	COLEGIO PICHASCA	RÍO HURTADO	4	Municipal	RURAL	294139002	409	417	90.12345679009999
2011	799	COLEGIO REPUBLICA DE CHILE	MONTE PATRIA	4	Municipal	URBANO	477373694	399	412	83.7438423645
2011	802	LICEO PRESIDENTE EDUARDO FREI MONTALVA	MONTE PATRIA	4	Municipal	URBANO	639934216	416	419	84.18491484179999
2011	845	LICEO SAMUEL ROMAN ROJAS	COMBARBALÁ	4	Municipal	URBANO	414726999	418	412	87.7952755905
2011	967	LICEO DOMINGO ORTIZ DE ROZAS	ILLAPEL	4	Municipal	URBANO	430438131	454	438	77.4134790528
2011	968	LICEO POLITECNICO PABLO RODRIGUEZ CAVIEDES	ILLAPEL	4	Municipal	URBANO	898439193	427	428	79.3770139634
2011	987	COLEGIO SANTA TERESA	ILLAPEL	4	Particular Subvencionado	URBANO	933566511	503	519	52.2796352583
2011	988	LICEO PARTICULAR LUIS ALBERTO VERA	ILLAPEL	4	Particular Subvencionado	URBANO	240977445	403	386	84.3902439024
2011	999	ESCUELA PARTICULAR 18 DE SEPTIEMBRE	ILLAPEL	4	Particular Subvencionado	RURAL	20333644	332	337	
2011	1000	ESCUELA PARTICULAR SAN ENRIQUE	ILLAPEL	4	Particular Subvencionado	RURAL	50105858	604	623	
2011	1013	LICEO DE SALAMANCA	SALAMANCA	4	Municipal	URBANO	514480544	442	435	74.90396927010001
2011	1036	COLEGIO PARTICULAR SAN FRANCISCO DE ASIS	SALAMANCA	4	Particular Subvencionado	URBANO	955108175	516	506	48.0392156862
2011	1048	LICEO NICOLAS FEDERICO LOHSE VARGAS	LOS VILOS	4	Municipal	URBANO	606139223	402	425	80.48780487800001
2011	1119	COLEGIO PARTICULAR SANTA MARIA	LA LIGUA	5	Particular Subvencionado	URBANO	441057686	469	481	67.701863354
2011	1121	LICEO PULMAHUE DE LA LIGUA	LA LIGUA	5	Municipal	URBANO	595209323	406	416	83.5645677694
2011	1148	LICEO JOSE MANUEL BORGONO NUNEZ	PETORCA	5	Municipal	RURAL	408700869	405	444	76.8571428571
2011	1149	LICEO CORDILLERA	PETORCA	5	Municipal	RURAL	288536182	370	402	83.0357142857
2011	1167	LICEO Y ESCUELA MUNICIPAL	CABILDO	5	Municipal	URBANO	555604333	409	421	70.8333333333
2011	1183	LICEO DE ZAPALLAR	ZAPALLAR	5	Municipal	URBANO	349961680	413	438	72.1374045801
2011	1190	COLEGIO PARROQUIAL FRANCISCO DIDIER	ZAPALLAR	5	Particular Subvencionado	URBANO	271001411	556	557	52.9411764705
2011	1194	LICEO MAXIMILIANO SALAS MARCHAN	LOS ANDES	5	Municipal	URBANO	870076093	462	465	54.1704857928
2011	1196	LICEO TECNICO AMANCAY	LOS ANDES	5	Municipal	URBANO	234776656	357	376	84.6153846153
2011	1198	LICEO DE NINAS REPUBLICA ARGENTINA	LOS ANDES	5	Municipal	URBANO	342787965	407	389	79.7250859106
2011	1199	LICEO DE HOMBRES AMERICA	LOS ANDES	5	Municipal	URBANO	291579658	332	377	84.1269841269
2011	1213	LICEO PARTICULAR MIXTO LOS ANDES	LOS ANDES	5	Particular Subvencionado	URBANO	1849286941	511	507	67.74969915760001
2011	1214	COLEGIO MARIA AUXILIADORA	LOS ANDES	5	Particular Subvencionado	URBANO	387930188	568	561	42.7083333333
2011	1226	"COLEGIO MARIA MONTESSORI "	LOS ANDES	5	Particular Subvencionado	URBANO	103805192	488	502	37.3333333333
2011	1255	INSTITUTO AGRICOLA PASCUAL BABURIZZA	CALLE LARGA	5	Particular Subvencionado	RURAL	515244590	431	456	74.24657534240001
2011	1260	LICEO PARROQUIAL TERESITA DE LOS ANDES	RINCONADA	5	Particular Subvencionado	RURAL	543347040	433	475	82.5757575757
2011	1261	LICEO DOCTOR ROBERTO HUMERES O.	SAN FELIPE	5	Municipal	URBANO	293140612	408	446	80.56042031520001
2011	1263	LICEO DE NINAS CORINA URBINA	SAN FELIPE	5	Municipal	URBANO	581196821	433	427	71.7344753747
2011	1264	LICEO SAN FELIPE	SAN FELIPE	5	Municipal	URBANO	193529092	412	427	87.5
2011	1289	COLEGIO ASSUNTA PALLOTA	SAN FELIPE	5	Particular Subvencionado	RURAL	261627633	398	409	81.94444444440001
2011	1290	COLEGIO SANTA JUANA DE ARCO	SAN FELIPE	5	Particular Subvencionado	URBANO	484907069	539	542	46.3503649635
2011	1291	COLEGIO JOSE AGUSTIN GOMEZ	SAN FELIPE	5	Particular Subvencionado	URBANO	317069818	590	607	46.2962962962
2011	1294	COLEGIO PARTICULAR PUMANQUE	SAN FELIPE	5	Particular Subvencionado	URBANO	389755195	508	530	50.8547008547
2011	1301	LICEO MANUEL MARIN	PUTAENDO	5	Municipal	URBANO	353164537	398	402	87.30158730150001
2011	1302	LICEO   REPUBLICA DE ESTADOS UNIDOS	PUTAENDO	5	Municipal	RURAL	214805906	346	408	90.80459770109999
2011	1318	LICEO DARIO SALAS	SANTA MARÍA	5	Municipal	URBANO	466495391	388	394	79.5348837209
2011	1327	COLEGIO SANTA MARIA DE ACONCAGUA	SANTA MARÍA	5	Particular Subvencionado	URBANO	531645036	383	373	67.1428571428
2011	1335	LICEO POLITECNICO LLAY LLAY	LLAILLAY	5	Municipal	URBANO	603636659	440	438	82.71739130429999
2011	1347	LICEO MENESIANO SAGRADO CORAZON	LLAILLAY	5	Particular Subvencionado	URBANO	493391106	416	433	77.72925764190001
2011	1349	COLEGIO SALVADOR GONZALEZ	LLAILLAY	5	Particular Subvencionado	URBANO	222165528	427	335	
2011	1354	LICEO CHAGRES	CATEMU	5	Municipal	URBANO	107821401	379	380	88.81578947360001
2011	1361	COLEGIO PARTICULAR CALIFORNIA	CATEMU	5	Particular Subvencionado	URBANO	419713327	390	403	81.6091954022
2011	1362	ESCUELA AGRICOLA SALESIANA F. HUIDOBRO	CATEMU	5	Particular Subvencionado	RURAL	364194540	447	483	74.51923076920001
2011	1363	LICEO SANTIAGO ESCUTI ORREGO	QUILLOTA	5	Municipal	URBANO	338943104	414	424	81.690140845
2011	1364	LICEO CIUDAD DE QUILLOTA	QUILLOTA	5	Municipal	URBANO	212605040	430	417	81.56182212580001
2011	1366	LICEO COMERCIAL DE QUILLOTA	QUILLOTA	5	Municipal	URBANO	547765409	456	458	67.87954830610001
2011	1391	LICEO COMERCIAL PARTICULAR	QUILLOTA	5	Particular Subvencionado	URBANO	124166650	421	418	71.05263157890001
2011	1392	COLEGIO FRANCISCO DE MIRANDA	QUILLOTA	5	Particular Subvencionado	URBANO	309863935	578	591	49.6470588235
2011	1393	COLEGIO NIÑO JESUS DE PRAGA	QUILLOTA	5	Particular Subvencionado	URBANO	336149159	541	544	55.5555555555
2011	1395	COLEGIO SAN PEDRO NOLASCO DE QUILLOTA	QUILLOTA	5	Particular Subvencionado	URBANO	799124809	468	485	72.52747252739999
2011	1397	ESC.PART INDUSTRIAL E.BERTELSEN TEMPLE	QUILLOTA	5	Particular Subvencionado	URBANO	1159760917	499	535	67.4193548387
2011	1400	COLEGIO SAN LUIS	QUILLOTA	5	Particular Subvencionado	URBANO	86010303	427	404	74.4186046511
2011	1405	COLEGIO INGLES DE QUILLOTA	QUILLOTA	5	Particular Subvencionado	URBANO	387443212	460	430	61.9266055045
2011	1414	COLEGIO LEONARDO DA VINCI	LA CRUZ	5	Municipal	URBANO	308485362	415	413	88.679245283
2011	1421	LICEO SAN ISIDRO	LA CRUZ	5	Particular Subvencionado	URBANO	210962714	515	505	69.6969696969
2011	1422	LICEO PEDRO DE VALDIVIA	LA CALERA	5	Municipal	URBANO	274971099	390	396	88.0597014925
2011	1425	ESCUELA BASICA LAS ACACIAS	LA CALERA	5	Municipal	URBANO	353751021	393	410	82.9457364341
2011	1435	ESCUELA BASICA VILLA LA FLORIDA	LA CALERA	5	Municipal	RURAL	153082125	415	379	
2011	1436	LICEO PARTICULAR SAN JOSE	LA CALERA	5	Particular Subvencionado	URBANO	670976631	477	484	62.3430962343
2011	1437	COLEGIO TERESA BROWN DE ARIZTIA	LA CALERA	5	Particular Subvencionado	URBANO	685010962	509	497	62.213740458
2011	1444	LICEO MUNICIPAL JUAN RUSQUE PORTAL	NOGALES	5	Municipal	URBANO	344698051	385	423	79.9019607843
2011	1449	LICEO FELIPE CORTES	NOGALES	5	Particular Subvencionado	URBANO	919587622	397	409	70.29702970290001
2011	1450	COLEGIO SANTA ISABEL	NOGALES	5	Particular Subvencionado	RURAL	522459712	471	498	41.1764705882
2011	1453	LICEO MUNICIPAL LUIS LABORDA	HIJUELAS	5	Municipal	URBANO	778899397	419	422	82.9268292682
2011	1464	LICEO DE LIMACHE	LIMACHE	5	Municipal	URBANO	447893282	398	403	81.5899581589
2011	1478	COLEGIO DE LA SANTA CRUZ	LIMACHE	5	Particular Subvencionado	URBANO	276066140	486	497	62.3376623376
2011	1481	COLEGIO INGLES RELIGIOSAS PASIONISTAS	LIMACHE	5	Particular Subvencionado	URBANO	329016905	474	503	54.1284403669
2011	1482	COLEGIO LIMACHE COLLEGE	LIMACHE	5	Particular Subvencionado	URBANO	372604319	502	488	66.066066066
2011	1489	LICEO DE OLMUE	OLMUÉ	5	Municipal	URBANO	241349447	449	469	75.9759759759
2011	1500	COLEGIO PART. IGNACIO CARRERA PINTO	OLMUÉ	5	Particular Subvencionado	URBANO	746892425	406	406	69.0972222222
2011	1502	INST.SUP.COMERCIO FCO.ARAYA BENNET	VALPARAÍSO	5	Municipal	URBANO	1135901491	464	438	66.36851520570001
2011	1504	LICEO TÉCNICO FEMENINO DE VALPARAÍSO	VALPARAÍSO	5	Municipal	URBANO	438352125	369	370	81.0032017075
2011	1515	LICEO EDUARDO DE LA BARRA	VALPARAÍSO	5	Municipal	URBANO	1112308283	530	522	60.1661779081
2011	1516	LICEO POLITECNICO ALFREDO NAZAR FERES	VALPARAÍSO	5	Municipal	URBANO	598836175	408	399	80.9315866084
2011	1517	LICEO MATILDE BRANDAU DE ROSS	VALPARAÍSO	5	Municipal	URBANO	462840724	398	382	82.09876543199999
2011	1518	LICEO MARIA LUISA BOMBAL	VALPARAÍSO	5	Municipal	URBANO	660274191	406	377	84.2511013215
2011	1519	LICEO BARON	VALPARAÍSO	5	Municipal	URBANO	384642211	399	389	79.8418972332
2011	1521	LICEO DE NINAS MARIA FRANCK DE MACDOUGAL	VALPARAÍSO	5	Municipal	URBANO	545773754	469	428	76.4957264957
2011	1522	COLEGIO PEDRO MONTT	VALPARAÍSO	5	Municipal	URBANO	229883774	431	418	87.8787878787
2011	1525	INSTITUTO TECN.PROF.MARITIMO DE VALPSO	VALPARAÍSO	5	Municipal	URBANO	913027493	445	445	70.4697986577
2011	1549	ESCUELA REPUBLICA DE MEXICO	VALPARAÍSO	5	Municipal	URBANO	416518401	426	371	84.375
2011	1579	LICEO SANTA TERESA	VALPARAÍSO	5	Particular Subvencionado	URBANO	240207360	488	491	70.88607594929999
2011	1580	COLEGIO PRESBIT. DAVID TRUMBULL	VALPARAÍSO	5	Particular Subvencionado	URBANO	174859777	581	581	50
2011	1581	LICEO JUANA ROSS DE EDWARDS	VALPARAÍSO	5	Particular Subvencionado	URBANO	774211191	558	579	40.5882352941
2011	1582	COLEGIO LUTERANO CONCORDIA	VALPARAÍSO	5	Particular Subvencionado	URBANO	492147595	548	596	58.3333333333
2011	1585	LICEO COEDUCACIONAL LA IGUALDAD	VALPARAÍSO	5	Particular Subvencionado	URBANO	712938874	498	515	62.4060150375
2011	1586	COLEGIO CARLOS COUSINO	VALPARAÍSO	5	Particular Subvencionado	URBANO	608420955	514	521	51.5315315315
2011	1587	COLEGIO MARIA AUXILIADORA	VALPARAÍSO	5	Particular Subvencionado	URBANO	365858896	535	532	41.8699186991
2011	1588	COLEGIO NTRA.SRA.DE LA MISERICORDIA	VALPARAÍSO	5	Particular Subvencionado	URBANO	206522192	497	499	51.1363636363
2011	1590	COLEGIO SALESIANO VALPARAISO	VALPARAÍSO	5	Particular Subvencionado	URBANO	1150518471	503	518	50.0515995872
