agno	rbd	nombre_comuna	numero_region	dependencia	area_geografica	financiamiento
2011	624	COQUIMBO	4	Municipal	URBANO	100618201
2011	625	COQUIMBO	4	Municipal	URBANO	250193903
2011	626	COQUIMBO	4	Municipal	URBANO	541306034
2011	628	COQUIMBO	4	Municipal	URBANO	91688372
2011	629	COQUIMBO	4	Municipal	RURAL	366108319
2011	630	COQUIMBO	4	Municipal	URBANO	276534077
2011	631	COQUIMBO	4	Municipal	RURAL	345692842
2011	632	COQUIMBO	4	Municipal	URBANO	301603967
2011	634	COQUIMBO	4	Municipal	RURAL	55438154
2011	635	COQUIMBO	4	Municipal	RURAL	21233548
2011	637	COQUIMBO	4	Municipal	URBANO	221512077
2011	638	COQUIMBO	4	Municipal	RURAL	21884227
2011	639	COQUIMBO	4	Municipal	RURAL	39677887
2011	640	COQUIMBO	4	Municipal	RURAL	19244380
2011	641	COQUIMBO	4	Municipal	RURAL	43795471
2011	642	COQUIMBO	4	Municipal	RURAL	68467926
2011	643	COQUIMBO	4	Municipal	RURAL	94614816
2011	644	COQUIMBO	4	Municipal	RURAL	51883874
2011	645	COQUIMBO	4	Municipal	RURAL	20589736
2011	646	COQUIMBO	4	Particular Subvencionado	URBANO	1009500296
2011	647	COQUIMBO	4	Particular Subvencionado	URBANO	287080942
2011	648	COQUIMBO	4	Particular Subvencionado	URBANO	843867280
2011	649	COQUIMBO	4	Particular Subvencionado	URBANO	927564129
2011	650	COQUIMBO	4	Particular Subvencionado	URBANO	255028264
2011	655	COQUIMBO	4	Particular Subvencionado	URBANO	224113963
